coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
dist,4,-1.00000,255,2496547.52
dist,8,-1.00000,255,4177148.08
dist,10,-1.00000,255,4751253.71
dist,1,0.03125,255,568740.78
dist,2,0.03125,255,698451.70
dist,4,0.03125,255,910677.67
dist,8,0.03125,255,1338544.84
dist,10,0.03125,255,1434114.29
dist,1,0.06250,255,568740.78
dist,2,0.06250,255,698451.70
dist,4,0.06250,255,910677.67
dist,8,0.06250,255,1338544.84
dist,10,0.06250,255,1434114.29
dist,1,0.12500,255,568740.78
dist,2,0.12500,255,698451.70
dist,4,0.12500,255,910677.67
dist,8,0.12500,255,1338544.84
dist,10,0.12500,255,1434114.29
dist,1,0.25000,255,568740.78
dist,2,0.25000,255,698451.70
dist,4,0.25000,255,910677.67
dist,8,0.25000,255,1338544.84
dist,10,0.25000,255,1434114.29
dist,1,0.50000,255,568740.78
dist,2,0.50000,255,698451.70
dist,4,0.50000,255,910677.67
dist,8,0.50000,255,1338544.84
dist,10,0.50000,255,1434114.29
dist,1,1.00000,255,568740.78
dist,2,1.00000,255,698451.70
dist,4,1.00000,255,910677.67
dist,8,1.00000,255,1338544.84
dist,10,1.00000,255,1434114.29
dist,1,2.00000,255,568740.78
dist,2,2.00000,255,698451.70
dist,4,2.00000,255,910677.67
dist,8,2.00000,255,1338544.84
dist,10,2.00000,255,1434114.29
dist,1,4.00000,255,568740.78
dist,2,4.00000,255,698451.70
dist,4,4.00000,255,910677.67
dist,8,4.00000,255,1338544.84
dist,10,4.00000,255,1434114.29
dist,1,8.00000,255,568740.78
dist,2,8.00000,255,698451.70
dist,4,8.00000,255,910677.67
dist,8,8.00000,255,1338544.84
dist,10,8.00000,255,1434114.29
dist,1,16.00000,255,568740.78
dist,2,16.00000,255,698451.70
dist,4,16.00000,255,910677.67
dist,8,16.00000,255,1338544.84
dist,10,16.00000,255,1434114.29
dist,1,32.00000,255,568740.78
dist,2,32.00000,255,698451.70
dist,4,32.00000,255,910677.67
dist,8,32.00000,255,1338544.84
dist,10,32.00000,255,1434114.29
dist,1,64.00000,255,568740.78
dist,2,64.00000,255,698451.70
dist,4,64.00000,255,910677.67
dist,8,64.00000,255,1338544.84
dist,10,64.00000,255,1434114.29
dist,1,-1.00000,260,947193.17
dist,2,-1.00000,260,1474321.63
dist,4,-1.00000,260,2500075.80
dist,8,-1.00000,260,4182033.49
dist,10,-1.00000,260,4759108.09
dist,1,0.03125,260,585182.77
dist,2,0.03125,260,703434.60
dist,4,0.03125,260,962543.73
dist,8,0.03125,260,1391412.61
dist,10,0.03125,260,1478341.56
dist,1,0.06250,260,585182.77
dist,2,0.06250,260,703434.60
dist,4,0.06250,260,962543.73
dist,8,0.06250,260,1391412.61
dist,10,0.06250,260,1478341.56
dist,1,0.12500,260,585182.77
dist,2,0.12500,260,703434.60
dist,4,0.12500,260,962543.73
dist,8,0.12500,260,1391412.61
dist,10,0.12500,260,1478341.56
dist,1,0.25000,260,585182.77
dist,2,0.25000,260,703434.60
dist,4,0.25000,260,962543.73
dist,8,0.25000,260,1391412.61
dist,10,0.25000,260,1478341.56
dist,1,0.50000,260,585182.77
dist,2,0.50000,260,703434.60
dist,4,0.50000,260,962543.73
dist,8,0.50000,260,1391412.61
dist,10,0.50000,260,1478341.56
dist,1,1.00000,260,585182.77
dist,2,1.00000,260,703434.60
dist,4,1.00000,260,962543.73
dist,8,1.00000,260,1391412.61
dist,10,1.00000,260,1478341.56
dist,1,2.00000,260,585182.77
dist,2,2.00000,260,703434.60
dist,4,2.00000,260,962543.73
dist,8,2.00000,260,1391412.61
dist,10,2.00000,260,1478341.56
dist,1,4.00000,260,585182.77
dist,2,4.00000,260,703434.60
dist,4,4.00000,260,962543.73
dist,8,4.00000,260,1391412.61
dist,10,4.00000,260,1478341.56
dist,1,8.00000,260,585182.77
dist,2,8.00000,260,703434.60
dist,4,8.00000,260,962543.73
dist,8,8.00000,260,1391412.61
dist,10,8.00000,260,1478341.56
dist,1,16.00000,260,585182.77
dist,2,16.00000,260,703434.60
dist,4,16.00000,260,962543.73
dist,8,16.00000,260,1391412.61
dist,10,16.00000,260,1478341.56
dist,1,32.00000,260,585182.77
dist,2,32.00000,260,703434.60
dist,4,32.00000,260,962543.73
dist,8,32.00000,260,1391412.61
dist,10,32.00000,260,1478341.56
dist,1,64.00000,260,585182.77
dist,2,64.00000,260,703434.60
dist,4,64.00000,260,962543.73
dist,8,64.00000,260,1391412.61
dist,10,64.00000,260,1478341.56
dist,1,-1.00000,265,954811.29
dist,2,-1.00000,265,1479228.55
dist,4,-1.00000,265,2505766.60
dist,8,-1.00000,265,4204382.72
dist,10,-1.00000,265,4760879.54
dist,1,0.03125,265,585992.23
dist,2,0.03125,265,709834.42
dist,4,0.03125,265,1008840.69
dist,8,0.03125,265,1444534.78
dist,10,0.03125,265,1508797.24
dist,1,0.06250,265,585992.23
dist,2,0.06250,265,709834.42
dist,4,0.06250,265,1008840.69
dist,8,0.06250,265,1444534.78
dist,10,0.06250,265,1508797.24
dist,1,0.12500,265,585992.23
dist,2,0.12500,265,709834.42
dist,4,0.12500,265,1008840.69
dist,8,0.12500,265,1444534.78
dist,10,0.12500,265,1508797.24
dist,1,0.25000,265,585992.23
dist,2,0.25000,265,709834.42
dist,4,0.25000,265,1008840.69
dist,8,0.25000,265,1444534.78
dist,10,0.25000,265,1508797.24
dist,1,0.50000,265,585992.23
dist,2,0.50000,265,709834.42
dist,4,0.50000,265,1008840.69
dist,8,0.50000,265,1444534.78
dist,10,0.50000,265,1508797.24
dist,1,1.00000,265,585992.23
dist,2,1.00000,265,709834.42
dist,4,1.00000,265,1008840.69
dist,8,1.00000,265,1444534.78
dist,10,1.00000,265,1508797.24
dist,1,2.00000,265,585992.23
dist,2,2.00000,265,709834.42
dist,4,2.00000,265,1008840.69
dist,8,2.00000,265,1444534.78
dist,10,2.00000,265,1508797.24
dist,1,4.00000,265,585992.23
dist,2,4.00000,265,709834.42
dist,4,4.00000,265,1008840.69
dist,8,4.00000,265,1444534.78
dist,10,4.00000,265,1508797.24
dist,1,8.00000,265,585992.23
dist,2,8.00000,265,709834.42
dist,4,8.00000,265,1008840.69
dist,8,8.00000,265,1444534.78
dist,10,8.00000,265,1508797.24
dist,1,16.00000,265,585992.23
dist,2,16.00000,265,709834.42
dist,4,16.00000,265,1008840.69
dist,8,16.00000,265,1444534.78
dist,10,16.00000,265,1508797.24
dist,1,32.00000,265,585992.23
dist,2,32.00000,265,709834.42
dist,4,32.00000,265,1008840.69
dist,8,32.00000,265,1444534.78
dist,10,32.00000,265,1508797.24
dist,1,64.00000,265,585992.23
dist,2,64.00000,265,709834.42
dist,4,64.00000,265,1008840.69
dist,8,64.00000,265,1444534.78
dist,10,64.00000,265,1508797.24
dist,1,-1.00000,270,1004492.06
dist,2,-1.00000,270,1538164.78
dist,4,-1.00000,270,2529656.79
dist,8,-1.00000,270,4350228.91
dist,10,-1.00000,270,4774391.54
dist,1,0.03125,270,586767.36
dist,2,0.03125,270,711664.94
dist,4,0.03125,270,1031238.31
dist,8,0.03125,270,1456109.88
dist,10,0.03125,270,1518172.30
dist,1,0.06250,270,586767.36
dist,2,0.06250,270,711664.94
dist,4,0.06250,270,1031238.31
dist,8,0.06250,270,1456109.88
dist,10,0.06250,270,1518172.30
dist,1,0.12500,270,586767.36
dist,2,0.12500,270,711664.94
dist,4,0.12500,270,1031238.31
dist,8,0.12500,270,1456109.88
dist,10,0.12500,270,1518172.30
dist,1,0.25000,270,586767.36
dist,2,0.25000,270,711664.94
dist,4,0.25000,270,1031238.31
dist,8,0.25000,270,1456109.88
dist,10,0.25000,270,1518172.30
dist,1,0.50000,270,586767.36
dist,2,0.50000,270,711664.94
dist,4,0.50000,270,1031238.31
dist,8,0.50000,270,1456109.88
dist,10,0.50000,270,1518172.30
dist,1,1.00000,270,586767.36
dist,2,1.00000,270,711664.94
dist,4,1.00000,270,1031238.31
dist,8,1.00000,270,1456109.88
dist,10,1.00000,270,1518172.30
dist,1,2.00000,270,586767.36
dist,2,2.00000,270,711664.94
dist,4,2.00000,270,1031238.31
dist,8,2.00000,270,1456109.88
dist,10,2.00000,270,1518172.30
dist,1,4.00000,270,586767.36
dist,2,4.00000,270,711664.94
dist,4,4.00000,270,1031238.31
dist,8,4.00000,270,1456109.88
dist,10,4.00000,270,1518172.30
dist,1,8.00000,270,586767.36
dist,2,8.00000,270,711664.94
dist,4,8.00000,270,1031238.31
dist,8,8.00000,270,1456109.88
dist,10,8.00000,270,1518172.30
dist,1,16.00000,270,586767.36
dist,2,16.00000,270,711664.94
dist,4,16.00000,270,1031238.31
dist,8,16.00000,270,1456109.88
dist,10,16.00000,270,1518172.30
dist,1,32.00000,270,586767.36
dist,2,32.00000,270,711664.94
dist,4,32.00000,270,1031238.31
dist,8,32.00000,270,1456109.88
dist,10,32.00000,270,1518172.30
dist,1,64.00000,270,586767.36
dist,2,64.00000,270,711664.94
dist,4,64.00000,270,1031238.31
dist,8,64.00000,270,1456109.88
dist,10,64.00000,270,1518172.30
dist,1,-1.00000,275,1011114.17
dist,2,-1.00000,275,1548335.52
dist,4,-1.00000,275,2537001.47
dist,8,-1.00000,275,4353359.76
dist,10,-1.00000,275,4782819.35
dist,1,0.03125,275,619405.35
dist,2,0.03125,275,712829.83
dist,4,0.03125,275,1040826.98
dist,8,0.03125,275,1460413.20
dist,10,0.03125,275,1555857.32
dist,1,0.06250,275,619405.35
dist,2,0.06250,275,712829.83
dist,4,0.06250,275,1040826.98
dist,8,0.06250,275,1460413.20
dist,10,0.06250,275,1555857.32
dist,1,0.12500,275,619405.35
dist,2,0.12500,275,712829.83
dist,4,0.12500,275,1040826.98
dist,8,0.12500,275,1460413.20
dist,10,0.12500,275,1555857.32
dist,1,0.25000,275,619405.35
dist,2,0.25000,275,712829.83
dist,4,0.25000,275,1040826.98
dist,8,0.25000,275,1460413.20
dist,10,0.25000,275,1555857.32
dist,1,0.50000,275,619405.35
dist,2,0.50000,275,712829.83
dist,4,0.50000,275,1040826.98
dist,8,0.50000,275,1460413.20
dist,10,0.50000,275,1555857.32
dist,1,1.00000,275,619405.35
dist,2,1.00000,275,712829.83
dist,4,1.00000,275,1040826.98
dist,8,1.00000,275,1460413.20
dist,10,1.00000,275,1555857.32
dist,1,2.00000,275,619405.35
dist,2,2.00000,275,712829.83
dist,4,2.00000,275,1040826.98
dist,8,2.00000,275,1460413.20
dist,10,2.00000,275,1555857.32
dist,1,4.00000,275,619405.35
dist,2,4.00000,275,712829.83
dist,4,4.00000,275,1040826.98
dist,8,4.00000,275,1460413.20
dist,10,4.00000,275,1555857.32
dist,1,8.00000,275,619405.35
dist,2,8.00000,275,712829.83
dist,4,8.00000,275,1040826.98
dist,8,8.00000,275,1460413.20
dist,10,8.00000,275,1555857.32
dist,1,16.00000,275,619405.35
dist,2,16.00000,275,712829.83
dist,4,16.00000,275,1040826.98
dist,8,16.00000,275,1460413.20
dist,10,16.00000,275,1555857.32
dist,1,32.00000,275,619405.35
dist,2,32.00000,275,712829.83
dist,4,32.00000,275,1040826.98
dist,8,32.00000,275,1460413.20
dist,10,32.00000,275,1555857.32
dist,1,64.00000,275,619405.35
dist,2,64.00000,275,712829.83
dist,4,64.00000,275,1040826.98
dist,8,64.00000,275,1460413.20
dist,10,64.00000,275,1555857.32
dist,1,-1.00000,280,1014191.37
dist,2,-1.00000,280,1551455.88
dist,4,-1.00000,280,2540886.43
dist,8,-1.00000,280,4360146.32
dist,10,-1.00000,280,4806916.30
dist,1,0.03125,280,624785.85
dist,2,0.03125,280,724271.60
dist,4,0.03125,280,1046048.11
dist,8,0.03125,280,1534432.69
dist,10,0.03125,280,1662396.63
dist,1,0.06250,280,624785.85
dist,2,0.06250,280,724271.60
dist,4,0.06250,280,1046048.11
dist,8,0.06250,280,1534432.69
dist,10,0.06250,280,1662396.63
dist,1,0.12500,280,624785.85
dist,2,0.12500,280,724271.60
dist,4,0.12500,280,1046048.11
dist,8,0.12500,280,1534432.69
dist,10,0.12500,280,1662396.63
dist,1,0.25000,280,624785.85
dist,2,0.25000,280,724271.60
dist,4,0.25000,280,1046048.11
dist,8,0.25000,280,1534432.69
dist,10,0.25000,280,1662396.63
dist,1,0.50000,280,624785.85
dist,2,0.50000,280,724271.60
dist,4,0.50000,280,1046048.11
dist,8,0.50000,280,1534432.69
dist,10,0.50000,280,1662396.63
dist,1,1.00000,280,624785.85
dist,2,1.00000,280,724271.60
dist,4,1.00000,280,1046048.11
dist,8,1.00000,280,1534432.69
dist,10,1.00000,280,1662396.63
dist,1,2.00000,280,624785.85
dist,2,2.00000,280,724271.60
dist,4,2.00000,280,1046048.11
dist,8,2.00000,280,1534432.69
dist,10,2.00000,280,1662396.63
dist,1,4.00000,280,624785.85
dist,2,4.00000,280,724271.60
dist,4,4.00000,280,1046048.11
dist,8,4.00000,280,1534432.69
dist,10,4.00000,280,1662396.63
dist,1,8.00000,280,624785.85
dist,2,8.00000,280,724271.60
dist,4,8.00000,280,1046048.11
dist,8,8.00000,280,1534432.69
dist,10,8.00000,280,1662396.63
dist,1,16.00000,280,624785.85
dist,2,16.00000,280,724271.60
dist,4,16.00000,280,1046048.11
dist,8,16.00000,280,1534432.69
dist,10,16.00000,280,1662396.63
dist,1,32.00000,280,624785.85
dist,2,32.00000,280,724271.60
dist,4,32.00000,280,1046048.11
dist,8,32.00000,280,1534432.69
dist,10,32.00000,280,1662396.63
dist,1,64.00000,280,624785.85
dist,2,64.00000,280,724271.60
dist,4,64.00000,280,1046048.11
dist,8,64.00000,280,1534432.69
dist,10,64.00000,280,1662396.63
dist,1,-1.00000,285,1015790.49
dist,2,-1.00000,285,1554534.20
dist,4,-1.00000,285,2543007.95
dist,8,-1.00000,285,4383259.78
dist,10,-1.00000,285,5077971.30
dist,1,0.03125,285,626273.60
dist,2,0.03125,285,758844.52
dist,4,0.03125,285,1079541.14
dist,8,0.03125,285,1601814.54
dist,10,0.03125,285,1817261.05
dist,1,0.06250,285,626273.60
dist,2,0.06250,285,758844.52
dist,4,0.06250,285,1079541.14
dist,8,0.06250,285,1601814.54
dist,10,0.06250,285,1817261.05
dist,1,0.12500,285,626273.60
dist,2,0.12500,285,758844.52
dist,4,0.12500,285,1079541.14
dist,8,0.12500,285,1601814.54
dist,10,0.12500,285,1817261.05
dist,1,0.25000,285,626273.60
dist,2,0.25000,285,758844.52
dist,4,0.25000,285,1079541.14
dist,8,0.25000,285,1601814.54
dist,10,0.25000,285,1817261.05
dist,1,0.50000,285,626273.60
dist,2,0.50000,285,758844.52
dist,4,0.50000,285,1079541.14
dist,8,0.50000,285,1601814.54
dist,10,0.50000,285,1817261.05
dist,1,1.00000,285,626273.60
dist,2,1.00000,285,758844.52
dist,4,1.00000,285,1079541.14
dist,8,1.00000,285,1601814.54
dist,10,1.00000,285,1817261.05
dist,1,2.00000,285,626273.60
dist,2,2.00000,285,758844.52
dist,4,2.00000,285,1079541.14
dist,8,2.00000,285,1601814.54
dist,10,2.00000,285,1817261.05
dist,1,4.00000,285,626273.60
dist,2,4.00000,285,758844.52
dist,4,4.00000,285,1079541.14
dist,8,4.00000,285,1601814.54
dist,10,4.00000,285,1817261.05
dist,1,8.00000,285,626273.60
dist,2,8.00000,285,758844.52
dist,4,8.00000,285,1079541.14
dist,8,8.00000,285,1601814.54
dist,10,8.00000,285,1817261.05
dist,1,16.00000,285,626273.60
dist,2,16.00000,285,758844.52
dist,4,16.00000,285,1079541.14
dist,8,16.00000,285,1601814.54
dist,10,16.00000,285,1817261.05
dist,1,32.00000,285,626273.60
dist,2,32.00000,285,758844.52
dist,4,32.00000,285,1079541.14
dist,8,32.00000,285,1601814.54
dist,10,32.00000,285,1817261.05
dist,1,64.00000,285,626273.60
dist,2,64.00000,285,758844.52
dist,4,64.00000,285,1079541.14
dist,8,64.00000,285,1601814.54
dist,10,64.00000,285,1817261.05
dist,1,-1.00000,290,1016901.67
dist,2,-1.00000,290,1557619.74
dist,4,-1.00000,290,2543535.18
dist,8,-1.00000,290,4389197.53
dist,10,-1.00000,290,5208500.64
dist,1,0.03125,290,639583.14
dist,2,0.03125,290,767710.76
dist,4,0.03125,290,1102817.71
dist,8,0.03125,290,1738089.42
dist,10,0.03125,290,1945077.77
dist,1,0.06250,290,639583.14
dist,2,0.06250,290,767710.76
dist,4,0.06250,290,1102817.71
dist,8,0.06250,290,1738089.42
dist,10,0.06250,290,1945077.77
dist,1,0.12500,290,639583.14
dist,2,0.12500,290,767710.76
dist,4,0.12500,290,1102817.71
dist,8,0.12500,290,1738089.42
dist,10,0.12500,290,1945077.77
dist,1,0.25000,290,639583.14
dist,2,0.25000,290,767710.76
dist,4,0.25000,290,1102817.71
dist,8,0.25000,290,1738089.42
dist,10,0.25000,290,1945077.77
dist,1,0.50000,290,639583.14
dist,2,0.50000,290,767710.76
dist,4,0.50000,290,1102817.71
dist,8,0.50000,290,1738089.42
dist,10,0.50000,290,1945077.77
dist,1,1.00000,290,639583.14
dist,2,1.00000,290,767710.76
dist,4,1.00000,290,1102817.71
dist,8,1.00000,290,1738089.42
dist,10,1.00000,290,1945077.77
dist,1,2.00000,290,639583.14
dist,2,2.00000,290,767710.76
dist,4,2.00000,290,1102817.71
dist,8,2.00000,290,1738089.42
dist,10,2.00000,290,1945077.77
dist,1,4.00000,290,639583.14
dist,2,4.00000,290,767710.76
dist,4,4.00000,290,1102817.71
dist,8,4.00000,290,1738089.42
dist,10,4.00000,290,1945077.77
dist,1,8.00000,290,639583.14
dist,2,8.00000,290,767710.76
dist,4,8.00000,290,1102817.71
dist,8,8.00000,290,1738089.42
dist,10,8.00000,290,1945077.77
dist,1,16.00000,290,639583.14
dist,2,16.00000,290,767710.76
dist,4,16.00000,290,1102817.71
dist,8,16.00000,290,1738089.42
dist,10,16.00000,290,1945077.77
dist,1,32.00000,290,639583.14
dist,2,32.00000,290,767710.76
dist,4,32.00000,290,1102817.71
dist,8,32.00000,290,1738089.42
dist,10,32.00000,290,1945077.77
dist,1,64.00000,290,639583.14
dist,2,64.00000,290,767710.76
dist,4,64.00000,290,1102817.71
dist,8,64.00000,290,1738089.42
dist,10,64.00000,290,1945077.77
dist,1,-1.00000,295,1017115.91
dist,2,-1.00000,295,1563292.77
dist,4,-1.00000,295,2547292.33
dist,8,-1.00000,295,4397155.93
dist,10,-1.00000,295,5228355.68
dist,1,0.03125,295,643635.80
dist,2,0.03125,295,776787.57
dist,4,0.03125,295,1146266.15
dist,8,0.03125,295,1809472.75
dist,10,0.03125,295,2042750.74
dist,1,0.06250,295,643635.80
dist,2,0.06250,295,776787.57
dist,4,0.06250,295,1146266.15
dist,8,0.06250,295,1809472.75
dist,10,0.06250,295,2042750.74
dist,1,0.12500,295,643635.80
dist,2,0.12500,295,776787.57
dist,4,0.12500,295,1146266.15
dist,8,0.12500,295,1809472.75
dist,10,0.12500,295,2042750.74
dist,1,0.25000,295,643635.80
dist,2,0.25000,295,776787.57
dist,4,0.25000,295,1146266.15
dist,8,0.25000,295,1809472.75
dist,10,0.25000,295,2042750.74
dist,1,0.50000,295,643635.80
dist,2,0.50000,295,776787.57
dist,4,0.50000,295,1146266.15
dist,8,0.50000,295,1809472.75
dist,10,0.50000,295,2042750.74
dist,1,1.00000,295,643635.80
dist,2,1.00000,295,776787.57
dist,4,1.00000,295,1146266.15
dist,8,1.00000,295,1809472.75
dist,10,1.00000,295,2042750.74
dist,1,2.00000,295,643635.80
dist,2,2.00000,295,776787.57
dist,4,2.00000,295,1146266.15
dist,8,2.00000,295,1809472.75
dist,10,2.00000,295,2042750.74
dist,1,4.00000,295,643635.80
dist,2,4.00000,295,776787.57
dist,4,4.00000,295,1146266.15
dist,8,4.00000,295,1809472.75
dist,10,4.00000,295,2042750.74
dist,1,8.00000,295,643635.80
dist,2,8.00000,295,776787.57
dist,4,8.00000,295,1146266.15
dist,8,8.00000,295,1809472.75
dist,10,8.00000,295,2042750.74
dist,1,16.00000,295,643635.80
dist,2,16.00000,295,776787.57
dist,4,16.00000,295,1146266.15
dist,8,16.00000,295,1809472.75
dist,10,16.00000,295,2042750.74
dist,1,32.00000,295,643635.80
dist,2,32.00000,295,776787.57
dist,4,32.00000,295,1146266.15
dist,8,32.00000,295,1809472.75
dist,10,32.00000,295,2042750.74
dist,1,64.00000,295,643635.80
dist,2,64.00000,295,776787.57
dist,4,64.00000,295,1146266.15
dist,8,64.00000,295,1809472.75
dist,10,64.00000,295,2042750.74
