coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
dist,4,-1.00000,130,710936.64
dist,8,-1.00000,130,1159919.01
dist,10,-1.00000,130,1343871.35
dist,1,0.03125,130,223924.59
dist,2,0.03125,130,269387.49
dist,4,0.03125,130,342654.45
dist,8,0.03125,130,360651.78
dist,10,0.03125,130,360651.78
dist,1,0.06250,130,223924.59
dist,2,0.06250,130,269387.49
dist,4,0.06250,130,342654.45
dist,8,0.06250,130,360651.78
dist,10,0.06250,130,360651.78
dist,1,0.12500,130,223924.59
dist,2,0.12500,130,269387.49
dist,4,0.12500,130,342654.45
dist,8,0.12500,130,360651.78
dist,10,0.12500,130,360651.78
dist,1,0.25000,130,223924.59
dist,2,0.25000,130,269387.49
dist,4,0.25000,130,342654.45
dist,8,0.25000,130,360651.78
dist,10,0.25000,130,360651.78
dist,1,0.50000,130,223924.59
dist,2,0.50000,130,269387.49
dist,4,0.50000,130,342654.45
dist,8,0.50000,130,360651.78
dist,10,0.50000,130,360651.78
dist,1,1.00000,130,223924.59
dist,2,1.00000,130,269387.49
dist,4,1.00000,130,342654.45
dist,8,1.00000,130,360651.78
dist,10,1.00000,130,360651.78
dist,1,2.00000,130,223924.59
dist,2,2.00000,130,269387.49
dist,4,2.00000,130,342654.45
dist,8,2.00000,130,360651.78
dist,10,2.00000,130,360651.78
dist,1,4.00000,130,223924.59
dist,2,4.00000,130,269387.49
dist,4,4.00000,130,342654.45
dist,8,4.00000,130,360651.78
dist,10,4.00000,130,360651.78
dist,1,8.00000,130,223924.59
dist,2,8.00000,130,269387.49
dist,4,8.00000,130,342654.45
dist,8,8.00000,130,360651.78
dist,10,8.00000,130,360651.78
dist,1,16.00000,130,223924.59
dist,2,16.00000,130,269387.49
dist,4,16.00000,130,342654.45
dist,8,16.00000,130,360651.78
dist,10,16.00000,130,360651.78
dist,1,32.00000,130,223924.59
dist,2,32.00000,130,269387.49
dist,4,32.00000,130,342654.45
dist,8,32.00000,130,360651.78
dist,10,32.00000,130,360651.78
dist,1,64.00000,130,223924.59
dist,2,64.00000,130,269387.49
dist,4,64.00000,130,342654.45
dist,8,64.00000,130,360651.78
dist,10,64.00000,130,360651.78
dist,1,-1.00000,135,333750.71
dist,2,-1.00000,135,483592.15
dist,4,-1.00000,135,721731.64
dist,8,-1.00000,135,1164556.37
dist,10,-1.00000,135,1351242.53
dist,1,0.03125,135,231001.07
dist,2,0.03125,135,287567.46
dist,4,0.03125,135,373003.64
dist,8,0.03125,135,392941.41
dist,10,0.03125,135,392941.41
dist,1,0.06250,135,231001.07
dist,2,0.06250,135,287567.46
dist,4,0.06250,135,373003.64
dist,8,0.06250,135,392941.41
dist,10,0.06250,135,392941.41
dist,1,0.12500,135,231001.07
dist,2,0.12500,135,287567.46
dist,4,0.12500,135,373003.64
dist,8,0.12500,135,392941.41
dist,10,0.12500,135,392941.41
dist,1,0.25000,135,231001.07
dist,2,0.25000,135,287567.46
dist,4,0.25000,135,373003.64
dist,8,0.25000,135,392941.41
dist,10,0.25000,135,392941.41
dist,1,0.50000,135,231001.07
dist,2,0.50000,135,287567.46
dist,4,0.50000,135,373003.64
dist,8,0.50000,135,392941.41
dist,10,0.50000,135,392941.41
dist,1,1.00000,135,231001.07
dist,2,1.00000,135,287567.46
dist,4,1.00000,135,373003.64
dist,8,1.00000,135,392941.41
dist,10,1.00000,135,392941.41
dist,1,2.00000,135,231001.07
dist,2,2.00000,135,287567.46
dist,4,2.00000,135,373003.64
dist,8,2.00000,135,392941.41
dist,10,2.00000,135,392941.41
dist,1,4.00000,135,231001.07
dist,2,4.00000,135,287567.46
dist,4,4.00000,135,373003.64
dist,8,4.00000,135,392941.41
dist,10,4.00000,135,392941.41
dist,1,8.00000,135,231001.07
dist,2,8.00000,135,287567.46
dist,4,8.00000,135,373003.64
dist,8,8.00000,135,392941.41
dist,10,8.00000,135,392941.41
dist,1,16.00000,135,231001.07
dist,2,16.00000,135,287567.46
dist,4,16.00000,135,373003.64
dist,8,16.00000,135,392941.41
dist,10,16.00000,135,392941.41
dist,1,32.00000,135,231001.07
dist,2,32.00000,135,287567.46
dist,4,32.00000,135,373003.64
dist,8,32.00000,135,392941.41
dist,10,32.00000,135,392941.41
dist,1,64.00000,135,231001.07
dist,2,64.00000,135,287567.46
dist,4,64.00000,135,373003.64
dist,8,64.00000,135,392941.41
dist,10,64.00000,135,392941.41
dist,1,-1.00000,140,369793.61
dist,2,-1.00000,140,505230.49
dist,4,-1.00000,140,745920.85
dist,8,-1.00000,140,1182966.70
dist,10,-1.00000,140,1377665.38
dist,1,0.03125,140,231035.77
dist,2,0.03125,140,287791.08
dist,4,0.03125,140,373868.49
dist,8,0.03125,140,397685.98
dist,10,0.03125,140,397685.98
dist,1,0.06250,140,231035.77
dist,2,0.06250,140,287791.08
dist,4,0.06250,140,373868.49
dist,8,0.06250,140,397685.98
dist,10,0.06250,140,397685.98
dist,1,0.12500,140,231035.77
dist,2,0.12500,140,287791.08
dist,4,0.12500,140,373868.49
dist,8,0.12500,140,397685.98
dist,10,0.12500,140,397685.98
dist,1,0.25000,140,231035.77
dist,2,0.25000,140,287791.08
dist,4,0.25000,140,373868.49
dist,8,0.25000,140,397685.98
dist,10,0.25000,140,397685.98
dist,1,0.50000,140,231035.77
dist,2,0.50000,140,287791.08
dist,4,0.50000,140,373868.49
dist,8,0.50000,140,397685.98
dist,10,0.50000,140,397685.98
dist,1,1.00000,140,231035.77
dist,2,1.00000,140,287791.08
dist,4,1.00000,140,373868.49
dist,8,1.00000,140,397685.98
dist,10,1.00000,140,397685.98
dist,1,2.00000,140,231035.77
dist,2,2.00000,140,287791.08
dist,4,2.00000,140,373868.49
dist,8,2.00000,140,397685.98
dist,10,2.00000,140,397685.98
dist,1,4.00000,140,231035.77
dist,2,4.00000,140,287791.08
dist,4,4.00000,140,373868.49
dist,8,4.00000,140,397685.98
dist,10,4.00000,140,397685.98
dist,1,8.00000,140,231035.77
dist,2,8.00000,140,287791.08
dist,4,8.00000,140,373868.49
dist,8,8.00000,140,397685.98
dist,10,8.00000,140,397685.98
dist,1,16.00000,140,231035.77
dist,2,16.00000,140,287791.08
dist,4,16.00000,140,373868.49
dist,8,16.00000,140,397685.98
dist,10,16.00000,140,397685.98
dist,1,32.00000,140,231035.77
dist,2,32.00000,140,287791.08
dist,4,32.00000,140,373868.49
dist,8,32.00000,140,397685.98
dist,10,32.00000,140,397685.98
dist,1,64.00000,140,231035.77
dist,2,64.00000,140,287791.08
dist,4,64.00000,140,373868.49
dist,8,64.00000,140,397685.98
dist,10,64.00000,140,397685.98
dist,1,-1.00000,145,461713.49
dist,2,-1.00000,145,658221.73
dist,4,-1.00000,145,934263.62
dist,8,-1.00000,145,1380058.91
dist,10,-1.00000,145,1648490.42
dist,1,0.03125,145,231035.77
dist,2,0.03125,145,287823.40
dist,4,0.03125,145,373914.36
dist,8,0.03125,145,402091.05
dist,10,0.03125,145,402489.14
dist,1,0.06250,145,231035.77
dist,2,0.06250,145,287823.40
dist,4,0.06250,145,373914.36
dist,8,0.06250,145,402091.05
dist,10,0.06250,145,402489.14
dist,1,0.12500,145,231035.77
dist,2,0.12500,145,287823.40
dist,4,0.12500,145,373914.36
dist,8,0.12500,145,402091.05
dist,10,0.12500,145,402489.14
dist,1,0.25000,145,231035.77
dist,2,0.25000,145,287823.40
dist,4,0.25000,145,373914.36
dist,8,0.25000,145,402091.05
dist,10,0.25000,145,402489.14
dist,1,0.50000,145,231035.77
dist,2,0.50000,145,287823.40
dist,4,0.50000,145,373914.36
dist,8,0.50000,145,402091.05
dist,10,0.50000,145,402489.14
dist,1,1.00000,145,231035.77
dist,2,1.00000,145,287823.40
dist,4,1.00000,145,373914.36
dist,8,1.00000,145,402091.05
dist,10,1.00000,145,402489.14
dist,1,2.00000,145,231035.77
dist,2,2.00000,145,287823.40
dist,4,2.00000,145,373914.36
dist,8,2.00000,145,402091.05
dist,10,2.00000,145,402489.14
dist,1,4.00000,145,231035.77
dist,2,4.00000,145,287823.40
dist,4,4.00000,145,373914.36
dist,8,4.00000,145,402091.05
dist,10,4.00000,145,402489.14
dist,1,8.00000,145,231035.77
dist,2,8.00000,145,287823.40
dist,4,8.00000,145,373914.36
dist,8,8.00000,145,402091.05
dist,10,8.00000,145,402489.14
dist,1,16.00000,145,231035.77
dist,2,16.00000,145,287823.40
dist,4,16.00000,145,373914.36
dist,8,16.00000,145,402091.05
dist,10,16.00000,145,402489.14
dist,1,32.00000,145,231035.77
dist,2,32.00000,145,287823.40
dist,4,32.00000,145,373914.36
dist,8,32.00000,145,402091.05
dist,10,32.00000,145,402489.14
dist,1,64.00000,145,231035.77
dist,2,64.00000,145,287823.40
dist,4,64.00000,145,373914.36
dist,8,64.00000,145,402091.05
dist,10,64.00000,145,402489.14
dist,1,-1.00000,150,524949.83
dist,2,-1.00000,150,785662.66
dist,4,-1.00000,150,1277117.19
dist,8,-1.00000,150,1835635.28
dist,10,-1.00000,150,2142384.55
dist,1,0.03125,150,234828.79
dist,2,0.03125,150,291827.09
dist,4,0.03125,150,374016.80
dist,8,0.03125,150,402347.48
dist,10,0.03125,150,403116.93
dist,1,0.06250,150,234828.79
dist,2,0.06250,150,291827.09
dist,4,0.06250,150,374016.80
dist,8,0.06250,150,402347.48
dist,10,0.06250,150,403116.93
dist,1,0.12500,150,234828.79
dist,2,0.12500,150,291827.09
dist,4,0.12500,150,374016.80
dist,8,0.12500,150,402347.48
dist,10,0.12500,150,403116.93
dist,1,0.25000,150,234828.79
dist,2,0.25000,150,291827.09
dist,4,0.25000,150,374016.80
dist,8,0.25000,150,402347.48
dist,10,0.25000,150,403116.93
dist,1,0.50000,150,234828.79
dist,2,0.50000,150,291827.09
dist,4,0.50000,150,374016.80
dist,8,0.50000,150,402347.48
dist,10,0.50000,150,403116.93
dist,1,1.00000,150,234828.79
dist,2,1.00000,150,291827.09
dist,4,1.00000,150,374016.80
dist,8,1.00000,150,402347.48
dist,10,1.00000,150,403116.93
dist,1,2.00000,150,234828.79
dist,2,2.00000,150,291827.09
dist,4,2.00000,150,374016.80
dist,8,2.00000,150,402347.48
dist,10,2.00000,150,403116.93
dist,1,4.00000,150,234828.79
dist,2,4.00000,150,291827.09
dist,4,4.00000,150,374016.80
dist,8,4.00000,150,402347.48
dist,10,4.00000,150,403116.93
dist,1,8.00000,150,234828.79
dist,2,8.00000,150,291827.09
dist,4,8.00000,150,374016.80
dist,8,8.00000,150,402347.48
dist,10,8.00000,150,403116.93
dist,1,16.00000,150,234828.79
dist,2,16.00000,150,291827.09
dist,4,16.00000,150,374016.80
dist,8,16.00000,150,402347.48
dist,10,16.00000,150,403116.93
dist,1,32.00000,150,234828.79
dist,2,32.00000,150,291827.09
dist,4,32.00000,150,374016.80
dist,8,32.00000,150,402347.48
dist,10,32.00000,150,403116.93
dist,1,64.00000,150,234828.79
dist,2,64.00000,150,291827.09
dist,4,64.00000,150,374016.80
dist,8,64.00000,150,402347.48
dist,10,64.00000,150,403116.93
dist,1,-1.00000,155,529664.27
dist,2,-1.00000,155,800274.89
dist,4,-1.00000,155,1296151.78
dist,8,-1.00000,155,1919641.81
dist,10,-1.00000,155,2262325.04
dist,1,0.03125,155,234994.61
dist,2,0.03125,155,291863.39
dist,4,0.03125,155,383702.97
dist,8,0.03125,155,408262.04
dist,10,0.03125,155,413554.91
dist,1,0.06250,155,234994.61
dist,2,0.06250,155,291863.39
dist,4,0.06250,155,383702.97
dist,8,0.06250,155,408262.04
dist,10,0.06250,155,413554.91
dist,1,0.12500,155,234994.61
dist,2,0.12500,155,291863.39
dist,4,0.12500,155,383702.97
dist,8,0.12500,155,408262.04
dist,10,0.12500,155,413554.91
dist,1,0.25000,155,234994.61
dist,2,0.25000,155,291863.39
dist,4,0.25000,155,383702.97
dist,8,0.25000,155,408262.04
dist,10,0.25000,155,413554.91
dist,1,0.50000,155,234994.61
dist,2,0.50000,155,291863.39
dist,4,0.50000,155,383702.97
dist,8,0.50000,155,408262.04
dist,10,0.50000,155,413554.91
dist,1,1.00000,155,234994.61
dist,2,1.00000,155,291863.39
dist,4,1.00000,155,383702.97
dist,8,1.00000,155,408262.04
dist,10,1.00000,155,413554.91
dist,1,2.00000,155,234994.61
dist,2,2.00000,155,291863.39
dist,4,2.00000,155,383702.97
dist,8,2.00000,155,408262.04
dist,10,2.00000,155,413554.91
dist,1,4.00000,155,234994.61
dist,2,4.00000,155,291863.39
dist,4,4.00000,155,383702.97
dist,8,4.00000,155,408262.04
dist,10,4.00000,155,413554.91
dist,1,8.00000,155,234994.61
dist,2,8.00000,155,291863.39
dist,4,8.00000,155,383702.97
dist,8,8.00000,155,408262.04
dist,10,8.00000,155,413554.91
dist,1,16.00000,155,234994.61
dist,2,16.00000,155,291863.39
dist,4,16.00000,155,383702.97
dist,8,16.00000,155,408262.04
dist,10,16.00000,155,413554.91
dist,1,32.00000,155,234994.61
dist,2,32.00000,155,291863.39
dist,4,32.00000,155,383702.97
dist,8,32.00000,155,408262.04
dist,10,32.00000,155,413554.91
dist,1,64.00000,155,234994.61
dist,2,64.00000,155,291863.39
dist,4,64.00000,155,383702.97
dist,8,64.00000,155,408262.04
dist,10,64.00000,155,413554.91
dist,1,-1.00000,160,535788.19
dist,2,-1.00000,160,801597.28
dist,4,-1.00000,160,1297743.66
dist,8,-1.00000,160,1928159.07
dist,10,-1.00000,160,2269609.77
dist,1,0.03125,160,238749.46
dist,2,0.03125,160,301519.75
dist,4,0.03125,160,416284.87
dist,8,0.03125,160,453835.11
dist,10,0.03125,160,454494.73
dist,1,0.06250,160,238749.46
dist,2,0.06250,160,301519.75
dist,4,0.06250,160,416284.87
dist,8,0.06250,160,453835.11
dist,10,0.06250,160,454494.73
dist,1,0.12500,160,238749.46
dist,2,0.12500,160,301519.75
dist,4,0.12500,160,416284.87
dist,8,0.12500,160,453835.11
dist,10,0.12500,160,454494.73
dist,1,0.25000,160,238749.46
dist,2,0.25000,160,301519.75
dist,4,0.25000,160,416284.87
dist,8,0.25000,160,453835.11
dist,10,0.25000,160,454494.73
dist,1,0.50000,160,238749.46
dist,2,0.50000,160,301519.75
dist,4,0.50000,160,416284.87
dist,8,0.50000,160,453835.11
dist,10,0.50000,160,454494.73
dist,1,1.00000,160,238749.46
dist,2,1.00000,160,301519.75
dist,4,1.00000,160,416284.87
dist,8,1.00000,160,453835.11
dist,10,1.00000,160,454494.73
dist,1,2.00000,160,238749.46
dist,2,2.00000,160,301519.75
dist,4,2.00000,160,416284.87
dist,8,2.00000,160,453835.11
dist,10,2.00000,160,454494.73
dist,1,4.00000,160,238749.46
dist,2,4.00000,160,301519.75
dist,4,4.00000,160,416284.87
dist,8,4.00000,160,453835.11
dist,10,4.00000,160,454494.73
dist,1,8.00000,160,238749.46
dist,2,8.00000,160,301519.75
dist,4,8.00000,160,416284.87
dist,8,8.00000,160,453835.11
dist,10,8.00000,160,454494.73
dist,1,16.00000,160,238749.46
dist,2,16.00000,160,301519.75
dist,4,16.00000,160,416284.87
dist,8,16.00000,160,453835.11
dist,10,16.00000,160,454494.73
dist,1,32.00000,160,238749.46
dist,2,32.00000,160,301519.75
dist,4,32.00000,160,416284.87
dist,8,32.00000,160,453835.11
dist,10,32.00000,160,454494.73
dist,1,64.00000,160,238749.46
dist,2,64.00000,160,301519.75
dist,4,64.00000,160,416284.87
dist,8,64.00000,160,453835.11
dist,10,64.00000,160,454494.73
dist,1,-1.00000,165,538830.40
dist,2,-1.00000,165,803363.45
dist,4,-1.00000,165,1301377.60
dist,8,-1.00000,165,1936336.91
dist,10,-1.00000,165,2273828.94
dist,1,0.03125,165,238833.03
dist,2,0.03125,165,308261.16
dist,4,0.03125,165,427615.64
dist,8,0.03125,165,480667.01
dist,10,0.03125,165,481348.80
dist,1,0.06250,165,238833.03
dist,2,0.06250,165,308261.16
dist,4,0.06250,165,427615.64
dist,8,0.06250,165,480667.01
dist,10,0.06250,165,481348.80
dist,1,0.12500,165,238833.03
dist,2,0.12500,165,308261.16
dist,4,0.12500,165,427615.64
dist,8,0.12500,165,480667.01
dist,10,0.12500,165,481348.80
dist,1,0.25000,165,238833.03
dist,2,0.25000,165,308261.16
dist,4,0.25000,165,427615.64
dist,8,0.25000,165,480667.01
dist,10,0.25000,165,481348.80
dist,1,0.50000,165,238833.03
dist,2,0.50000,165,308261.16
dist,4,0.50000,165,427615.64
dist,8,0.50000,165,480667.01
dist,10,0.50000,165,481348.80
dist,1,1.00000,165,238833.03
dist,2,1.00000,165,308261.16
dist,4,1.00000,165,427615.64
dist,8,1.00000,165,480667.01
dist,10,1.00000,165,481348.80
dist,1,2.00000,165,238833.03
dist,2,2.00000,165,308261.16
dist,4,2.00000,165,427615.64
dist,8,2.00000,165,480667.01
dist,10,2.00000,165,481348.80
dist,1,4.00000,165,238833.03
dist,2,4.00000,165,308261.16
dist,4,4.00000,165,427615.64
dist,8,4.00000,165,480667.01
dist,10,4.00000,165,481348.80
dist,1,8.00000,165,238833.03
dist,2,8.00000,165,308261.16
dist,4,8.00000,165,427615.64
dist,8,8.00000,165,480667.01
dist,10,8.00000,165,481348.80
dist,1,16.00000,165,238833.03
dist,2,16.00000,165,308261.16
dist,4,16.00000,165,427615.64
dist,8,16.00000,165,480667.01
dist,10,16.00000,165,481348.80
dist,1,32.00000,165,238833.03
dist,2,32.00000,165,308261.16
dist,4,32.00000,165,427615.64
dist,8,32.00000,165,480667.01
dist,10,32.00000,165,481348.80
dist,1,64.00000,165,238833.03
dist,2,64.00000,165,308261.16
dist,4,64.00000,165,427615.64
dist,8,64.00000,165,480667.01
dist,10,64.00000,165,481348.80
dist,1,-1.00000,170,540274.04
dist,2,-1.00000,170,805327.03
dist,4,-1.00000,170,1303652.59
dist,8,-1.00000,170,1943112.28
dist,10,-1.00000,170,2282675.45
dist,1,0.03125,170,242782.65
dist,2,0.03125,170,308981.95
dist,4,0.03125,170,438010.92
dist,8,0.03125,170,507117.86
dist,10,0.03125,170,505854.52
dist,1,0.06250,170,242782.65
dist,2,0.06250,170,308981.95
dist,4,0.06250,170,438010.92
dist,8,0.06250,170,507117.86
dist,10,0.06250,170,505854.52
dist,1,0.12500,170,242782.65
dist,2,0.12500,170,308981.95
dist,4,0.12500,170,438010.92
dist,8,0.12500,170,507117.86
dist,10,0.12500,170,505854.52
dist,1,0.25000,170,242782.65
dist,2,0.25000,170,308981.95
dist,4,0.25000,170,438010.92
dist,8,0.25000,170,507117.86
dist,10,0.25000,170,505854.52
dist,1,0.50000,170,242782.65
dist,2,0.50000,170,308981.95
dist,4,0.50000,170,438010.92
dist,8,0.50000,170,507117.86
dist,10,0.50000,170,505854.52
dist,1,1.00000,170,242782.65
dist,2,1.00000,170,308981.95
dist,4,1.00000,170,438010.92
dist,8,1.00000,170,507117.86
dist,10,1.00000,170,505854.52
dist,1,2.00000,170,242782.65
dist,2,2.00000,170,308981.95
dist,4,2.00000,170,438010.92
dist,8,2.00000,170,507117.86
dist,10,2.00000,170,505854.52
dist,1,4.00000,170,242782.65
dist,2,4.00000,170,308981.95
dist,4,4.00000,170,438010.92
dist,8,4.00000,170,507117.86
dist,10,4.00000,170,505854.52
dist,1,8.00000,170,242782.65
dist,2,8.00000,170,308981.95
dist,4,8.00000,170,438010.92
dist,8,8.00000,170,507117.86
dist,10,8.00000,170,505854.52
dist,1,16.00000,170,242782.65
dist,2,16.00000,170,308981.95
dist,4,16.00000,170,438010.92
dist,8,16.00000,170,507117.86
dist,10,16.00000,170,505854.52
dist,1,32.00000,170,242782.65
dist,2,32.00000,170,308981.95
dist,4,32.00000,170,438010.92
dist,8,32.00000,170,507117.86
dist,10,32.00000,170,505854.52
dist,1,64.00000,170,242782.65
dist,2,64.00000,170,308981.95
dist,4,64.00000,170,438010.92
dist,8,64.00000,170,507117.86
dist,10,64.00000,170,505854.52
dist,1,-1.00000,175,541752.31
dist,2,-1.00000,175,808339.41
dist,4,-1.00000,175,1305708.23
dist,8,-1.00000,175,1955382.38
dist,10,-1.00000,175,2293266.43
dist,1,0.03125,175,243410.86
dist,2,0.03125,175,313467.67
dist,4,0.03125,175,441044.34
dist,8,0.03125,175,523263.18
dist,10,0.03125,175,522163.60
dist,1,0.06250,175,243410.86
dist,2,0.06250,175,313467.67
dist,4,0.06250,175,441044.34
dist,8,0.06250,175,523263.18
dist,10,0.06250,175,522163.60
dist,1,0.12500,175,243410.86
dist,2,0.12500,175,313467.67
dist,4,0.12500,175,441044.34
dist,8,0.12500,175,523263.18
dist,10,0.12500,175,522163.60
dist,1,0.25000,175,243410.86
dist,2,0.25000,175,313467.67
dist,4,0.25000,175,441044.34
dist,8,0.25000,175,523263.18
dist,10,0.25000,175,522163.60
dist,1,0.50000,175,243410.86
dist,2,0.50000,175,313467.67
dist,4,0.50000,175,441044.34
dist,8,0.50000,175,523263.18
dist,10,0.50000,175,522163.60
dist,1,1.00000,175,243410.86
dist,2,1.00000,175,313467.67
dist,4,1.00000,175,441044.34
dist,8,1.00000,175,523263.18
dist,10,1.00000,175,522163.60
dist,1,2.00000,175,243410.86
dist,2,2.00000,175,313467.67
dist,4,2.00000,175,441044.34
dist,8,2.00000,175,523263.18
dist,10,2.00000,175,522163.60
dist,1,4.00000,175,243410.86
dist,2,4.00000,175,313467.67
dist,4,4.00000,175,441044.34
dist,8,4.00000,175,523263.18
dist,10,4.00000,175,522163.60
dist,1,8.00000,175,243410.86
dist,2,8.00000,175,313467.67
dist,4,8.00000,175,441044.34
dist,8,8.00000,175,523263.18
dist,10,8.00000,175,522163.60
dist,1,16.00000,175,243410.86
dist,2,16.00000,175,313467.67
dist,4,16.00000,175,441044.34
dist,8,16.00000,175,523263.18
dist,10,16.00000,175,522163.60
dist,1,32.00000,175,243410.86
dist,2,32.00000,175,313467.67
dist,4,32.00000,175,441044.34
dist,8,32.00000,175,523263.18
dist,10,32.00000,175,522163.60
dist,1,64.00000,175,243410.86
dist,2,64.00000,175,313467.67
dist,4,64.00000,175,441044.34
dist,8,64.00000,175,523263.18
dist,10,64.00000,175,522163.60
dist,1,-1.00000,180,545909.72
dist,2,-1.00000,180,810510.81
dist,4,-1.00000,180,1308459.57
dist,8,-1.00000,180,1961302.33
dist,10,-1.00000,180,2302951.65
dist,1,0.03125,180,246867.43
dist,2,0.03125,180,317188.13
dist,4,0.03125,180,461960.16
dist,8,0.03125,180,556904.11
dist,10,0.03125,180,556563.05
dist,1,0.06250,180,246867.43
dist,2,0.06250,180,317188.13
dist,4,0.06250,180,461960.16
dist,8,0.06250,180,556904.11
dist,10,0.06250,180,556563.05
dist,1,0.12500,180,246867.43
dist,2,0.12500,180,317188.13
dist,4,0.12500,180,461960.16
dist,8,0.12500,180,556904.11
dist,10,0.12500,180,556563.05
dist,1,0.25000,180,246867.43
dist,2,0.25000,180,317188.13
dist,4,0.25000,180,461960.16
dist,8,0.25000,180,556904.11
dist,10,0.25000,180,556563.05
dist,1,0.50000,180,246867.43
dist,2,0.50000,180,317188.13
dist,4,0.50000,180,461960.16
dist,8,0.50000,180,556904.11
dist,10,0.50000,180,556563.05
dist,1,1.00000,180,246867.43
dist,2,1.00000,180,317188.13
dist,4,1.00000,180,461960.16
dist,8,1.00000,180,556904.11
dist,10,1.00000,180,556563.05
dist,1,2.00000,180,246867.43
dist,2,2.00000,180,317188.13
dist,4,2.00000,180,461960.16
dist,8,2.00000,180,556904.11
dist,10,2.00000,180,556563.05
dist,1,4.00000,180,246867.43
dist,2,4.00000,180,317188.13
dist,4,4.00000,180,461960.16
dist,8,4.00000,180,556904.11
dist,10,4.00000,180,556563.05
dist,1,8.00000,180,246867.43
dist,2,8.00000,180,317188.13
dist,4,8.00000,180,461960.16
dist,8,8.00000,180,556904.11
dist,10,8.00000,180,556563.05
dist,1,16.00000,180,246867.43
dist,2,16.00000,180,317188.13
dist,4,16.00000,180,461960.16
dist,8,16.00000,180,556904.11
dist,10,16.00000,180,556563.05
dist,1,32.00000,180,246867.43
dist,2,32.00000,180,317188.13
dist,4,32.00000,180,461960.16
dist,8,32.00000,180,556904.11
dist,10,32.00000,180,556563.05
dist,1,64.00000,180,246867.43
dist,2,64.00000,180,317188.13
dist,4,64.00000,180,461960.16
dist,8,64.00000,180,556904.11
dist,10,64.00000,180,556563.05
dist,1,-1.00000,185,547547.56
dist,2,-1.00000,185,812394.63
dist,4,-1.00000,185,1310657.73
dist,8,-1.00000,185,1967059.54
dist,10,-1.00000,185,2305921.37
dist,1,0.03125,185,252063.75
dist,2,0.03125,185,325106.04
dist,4,0.03125,185,487340.04
dist,8,0.03125,185,608592.29
dist,10,0.03125,185,621263.99
dist,1,0.06250,185,252063.75
dist,2,0.06250,185,325106.04
dist,4,0.06250,185,487340.04
dist,8,0.06250,185,608592.29
dist,10,0.06250,185,621263.99
dist,1,0.12500,185,252063.75
dist,2,0.12500,185,325106.04
dist,4,0.12500,185,487340.04
dist,8,0.12500,185,608592.29
dist,10,0.12500,185,621263.99
dist,1,0.25000,185,252063.75
dist,2,0.25000,185,325106.04
dist,4,0.25000,185,487340.04
dist,8,0.25000,185,608592.29
dist,10,0.25000,185,621263.99
dist,1,0.50000,185,252063.75
dist,2,0.50000,185,325106.04
dist,4,0.50000,185,487340.04
dist,8,0.50000,185,608592.29
dist,10,0.50000,185,621263.99
dist,1,1.00000,185,252063.75
dist,2,1.00000,185,325106.04
dist,4,1.00000,185,487340.04
dist,8,1.00000,185,608592.29
dist,10,1.00000,185,621263.99
dist,1,2.00000,185,252063.75
dist,2,2.00000,185,325106.04
dist,4,2.00000,185,487340.04
dist,8,2.00000,185,608592.29
dist,10,2.00000,185,621263.99
dist,1,4.00000,185,252063.75
dist,2,4.00000,185,325106.04
dist,4,4.00000,185,487340.04
dist,8,4.00000,185,608592.29
dist,10,4.00000,185,621263.99
dist,1,8.00000,185,252063.75
dist,2,8.00000,185,325106.04
dist,4,8.00000,185,487340.04
dist,8,8.00000,185,608592.29
dist,10,8.00000,185,621263.99
dist,1,16.00000,185,252063.75
dist,2,16.00000,185,325106.04
dist,4,16.00000,185,487340.04
dist,8,16.00000,185,608592.29
dist,10,16.00000,185,621263.99
dist,1,32.00000,185,252063.75
dist,2,32.00000,185,325106.04
dist,4,32.00000,185,487340.04
dist,8,32.00000,185,608592.29
dist,10,32.00000,185,621263.99
dist,1,64.00000,185,252063.75
dist,2,64.00000,185,325106.04
dist,4,64.00000,185,487340.04
dist,8,64.00000,185,608592.29
dist,10,64.00000,185,621263.99
dist,1,-1.00000,190,557525.22
dist,2,-1.00000,190,822249.22
dist,4,-1.00000,190,1325434.58
dist,8,-1.00000,190,1983527.55
dist,10,-1.00000,190,2328521.91
dist,1,0.03125,190,261581.38
dist,2,0.03125,190,347332.21
dist,4,0.03125,190,497535.92
dist,8,0.03125,190,661129.21
dist,10,0.03125,190,662519.03
dist,1,0.06250,190,261581.38
dist,2,0.06250,190,347332.21
dist,4,0.06250,190,497535.92
dist,8,0.06250,190,661129.21
dist,10,0.06250,190,662519.03
dist,1,0.12500,190,261581.38
dist,2,0.12500,190,347332.21
dist,4,0.12500,190,497535.92
dist,8,0.12500,190,661129.21
dist,10,0.12500,190,662519.03
dist,1,0.25000,190,261581.38
dist,2,0.25000,190,347332.21
dist,4,0.25000,190,497535.92
dist,8,0.25000,190,661129.21
dist,10,0.25000,190,662519.03
dist,1,0.50000,190,261581.38
dist,2,0.50000,190,347332.21
dist,4,0.50000,190,497535.92
dist,8,0.50000,190,661129.21
dist,10,0.50000,190,662519.03
dist,1,1.00000,190,261581.38
dist,2,1.00000,190,347332.21
dist,4,1.00000,190,497535.92
dist,8,1.00000,190,661129.21
dist,10,1.00000,190,662519.03
dist,1,2.00000,190,261581.38
dist,2,2.00000,190,347332.21
dist,4,2.00000,190,497535.92
