agents,kmax,percent,ratio,profit,distance
4,-1,-1,0.40,155,385919.00
4,-1,-1,0.40,180,455587.72
4,-1,-1,0.40,205,525126.34
4,-1,-1,0.40,230,768672.93
4,-1,-1,0.40,255,809662.12
4,-1,-1,0.40,280,1021082.60
4,-1,-1,0.50,5,60971.98
4,-1,-1,0.50,30,86586.50
4,-1,-1,0.50,55,169130.77
4,-1,-1,0.50,80,196038.63
4,-1,-1,0.50,105,246823.16
4,-1,-1,0.50,130,346397.93
4,-1,-1,0.50,155,386076.96
4,-1,-1,0.50,180,455238.93
4,-1,-1,0.50,205,526492.10
4,-1,-1,0.50,230,767632.32
4,-1,-1,0.50,255,807847.67
4,-1,-1,0.50,280,1012820.45
4,-1,-1,0.60,5,60971.98
4,-1,-1,0.60,30,86586.50
4,-1,-1,0.60,55,169130.77
4,-1,-1,0.60,80,196038.63
4,-1,-1,0.60,105,246851.91
4,-1,-1,0.60,130,346203.15
4,-1,-1,0.60,155,385881.75
4,-1,-1,0.60,180,455414.59
4,-1,-1,0.60,205,528664.84
4,-1,-1,0.60,230,766788.90
4,-1,-1,0.60,255,804005.89
4,-1,-1,0.60,280,994674.71
4,-1,-1,0.70,5,60971.98
4,-1,-1,0.70,30,86586.50
4,-1,-1,0.70,55,169130.77
4,-1,-1,0.70,80,196038.63
4,-1,-1,0.70,105,246852.85
4,-1,-1,0.70,130,346338.14
4,-1,-1,0.70,155,385702.08
4,-1,-1,0.70,180,455466.20
4,-1,-1,0.70,205,528283.69
4,-1,-1,0.70,230,764352.03
4,-1,-1,0.70,255,804457.16
4,-1,-1,0.70,280,993083.50
4,-1,-1,0.80,5,60971.98
4,-1,-1,0.80,30,86586.50
4,-1,-1,0.80,55,169130.77
4,-1,-1,0.80,80,196038.63
4,-1,-1,0.80,105,246851.91
4,-1,-1,0.80,130,346788.62
4,-1,-1,0.80,155,385705.17
4,-1,-1,0.80,180,455827.37
4,-1,-1,0.80,205,526909.78
4,-1,-1,0.80,230,765346.66
4,-1,-1,0.80,255,803166.62
4,-1,-1,0.80,280,970880.78
4,-1,-1,0.90,5,60971.98
4,-1,-1,0.90,30,86586.50
4,-1,-1,0.90,55,169130.77
4,-1,-1,0.90,80,196038.63
4,-1,-1,0.90,105,246808.79
4,-1,-1,0.90,130,346464.14
4,-1,-1,0.90,155,385581.73
4,-1,-1,0.90,180,455992.97
4,-1,-1,0.90,205,526758.78
4,-1,-1,0.90,230,766647.33
4,-1,-1,0.90,255,802298.31
4,-1,-1,0.90,280,959640.62
4,-1,-1,1.00,5,60971.98
4,-1,-1,1.00,30,86586.50
4,-1,-1,1.00,55,169130.77
4,-1,-1,1.00,80,196038.63
4,-1,-1,1.00,105,246867.74
4,-1,-1,1.00,130,346005.68
4,-1,-1,1.00,155,385599.75
4,-1,-1,1.00,180,457195.91
4,-1,-1,1.00,205,527243.95
4,-1,-1,1.00,230,780771.03
4,-1,-1,1.00,255,808944.72
4,-1,-1,1.00,280,1000819.52
5,-1,-1,-1.00,5,60971.98
5,-1,-1,-1.00,30,86586.50
5,-1,-1,-1.00,55,169160.13
5,-1,-1,-1.00,80,196093.17
5,-1,-1,-1.00,105,247221.70
5,-1,-1,-1.00,130,358196.35
5,-1,-1,-1.00,155,402494.47
5,-1,-1,-1.00,180,501701.97
5,-1,-1,-1.00,205,601136.82
5,-1,-1,-1.00,230,839823.52
5,-1,-1,-1.00,255,880061.25
5,-1,-1,-1.00,280,1078802.15
5,-1,-1,0.10,5,60971.98
5,-1,-1,0.10,30,86586.50
5,-1,-1,0.10,55,169160.13
5,-1,-1,0.10,80,196093.17
5,-1,-1,0.10,105,247397.38
5,-1,-1,0.10,130,360442.37
5,-1,-1,0.10,155,402809.66
