agents,distanceMultiplier,profitMultiplier,time,distance
1,2.80,1.70,68450.00,655474.51
2,2.80,1.70,22590.00,763343.55
4,2.80,1.70,16690.00,1043540.21
8,2.80,1.70,13070.00,1587668.60
1,2.80,1.80,64890.00,655474.51
2,2.80,1.80,22780.00,763343.55
4,2.80,1.80,16900.00,1043540.21
8,2.80,1.80,13150.00,1587668.60
1,2.80,1.90,65330.00,655474.51
2,2.80,1.90,22610.00,763343.55
4,2.80,1.90,17460.00,1043540.21
8,2.80,1.90,13300.00,1587668.60
1,2.80,2.00,68130.00,655474.51
2,2.80,2.00,22290.00,763343.55
4,2.80,2.00,16190.00,1043540.21
8,2.80,2.00,12870.00,1587668.60
1,2.80,2.10,65150.00,655474.51
2,2.80,2.10,22350.00,763343.55
4,2.80,2.10,16790.00,1043540.21
8,2.80,2.10,12880.00,1587668.60
1,2.80,2.20,65020.00,655474.51
2,2.80,2.20,22590.00,763343.55
4,2.80,2.20,17230.00,1043540.21
8,2.80,2.20,13720.00,1587668.60
1,2.80,2.30,65010.00,655474.51
2,2.80,2.30,23170.00,763343.55
4,2.80,2.30,16730.00,1043540.21
8,2.80,2.30,13070.00,1587668.60
1,2.80,2.40,64820.00,655474.51
2,2.80,2.40,22460.00,763343.55
4,2.80,2.40,17000.00,1043540.21
8,2.80,2.40,12990.00,1587668.60
1,2.80,2.50,65160.00,655474.51
2,2.80,2.50,22840.00,763343.55
4,2.80,2.50,16960.00,1043540.21
8,2.80,2.50,13000.00,1587668.60
1,2.80,2.60,64810.00,655474.51
2,2.80,2.60,22580.00,763343.55
4,2.80,2.60,18490.00,1043540.21
8,2.80,2.60,13180.00,1587668.60
1,2.80,2.70,65410.00,655474.51
2,2.80,2.70,22950.00,763343.55
4,2.80,2.70,16910.00,1043540.21
8,2.80,2.70,13220.00,1587668.60
1,2.80,2.80,65390.00,655474.51
2,2.80,2.80,22820.00,763343.55
4,2.80,2.80,18370.00,1043540.21
8,2.80,2.80,15250.00,1587668.60
1,2.80,2.90,65350.00,655474.51
2,2.80,2.90,22540.00,763343.55
4,2.80,2.90,18960.00,1043540.21
8,2.80,2.90,14660.00,1587668.60
1,2.80,3.00,65860.00,655474.51
2,2.80,3.00,25340.00,763343.55
4,2.80,3.00,16860.00,1043540.21
8,2.80,3.00,13320.00,1587668.60
1,2.80,3.10,65220.00,655474.51
2,2.80,3.10,23270.00,763343.55
4,2.80,3.10,18040.00,1043540.21
8,2.80,3.10,13400.00,1587668.60
1,2.80,3.20,65170.00,655474.51
2,2.80,3.20,22230.00,763343.55
4,2.80,3.20,17110.00,1043540.21
8,2.80,3.20,15320.00,1587668.60
1,2.80,3.30,129140.00,655474.51
2,2.80,3.30,39680.00,763343.55
4,2.80,3.30,24150.00,1043540.21
8,2.80,3.30,16470.00,1587668.60
1,2.80,3.40,139550.00,655474.51
2,2.80,3.40,39580.00,763343.55
4,2.80,3.40,24250.00,1043540.21
8,2.80,3.40,16360.00,1587668.60
1,2.80,3.50,139190.00,655474.51
2,2.80,3.50,24100.00,763343.55
4,2.80,3.50,17760.00,1043540.21
8,2.80,3.50,14600.00,1587668.60
1,2.80,3.60,65110.00,655474.51
2,2.80,3.60,22540.00,763343.55
4,2.80,3.60,16390.00,1043540.21
8,2.80,3.60,12780.00,1587668.60
1,2.80,3.70,63460.00,655474.51
2,2.80,3.70,22120.00,763343.55
4,2.80,3.70,16270.00,1043540.21
8,2.80,3.70,13660.00,1587668.60
1,2.80,3.80,64850.00,655474.51
2,2.80,3.80,22690.00,763343.55
4,2.80,3.80,16610.00,1043540.21
8,2.80,3.80,12690.00,1587668.60
1,2.80,3.90,64350.00,655474.51
2,2.80,3.90,23810.00,763343.55
4,2.80,3.90,16350.00,1043540.21
8,2.80,3.90,12510.00,1587668.60
1,2.80,4.00,63430.00,655474.51
2,2.80,4.00,22370.00,763343.55
4,2.80,4.00,17410.00,1043540.21
8,2.80,4.00,12830.00,1587668.60
1,2.80,4.10,63230.00,655474.51
2,2.80,4.10,25050.00,763343.55
4,2.80,4.10,16460.00,1043540.21
8,2.80,4.10,12920.00,1587668.60
1,2.80,4.20,63720.00,655474.51
2,2.80,4.20,22180.00,763343.55
4,2.80,4.20,16580.00,1043540.21
8,2.80,4.20,12600.00,1587668.60
1,2.80,4.30,63450.00,655474.51
2,2.80,4.30,22590.00,763343.55
4,2.80,4.30,17490.00,1043540.21
8,2.80,4.30,13030.00,1587668.60
1,2.80,4.40,63500.00,655474.51
2,2.80,4.40,21960.00,763343.55
4,2.80,4.40,16490.00,1043540.21
8,2.80,4.40,45560.00,1587668.60
1,2.80,4.50,111080.00,655474.51
2,2.80,4.50,34880.00,763343.55
4,2.80,4.50,25760.00,1043540.21
8,2.80,4.50,77030.00,1587668.60
1,2.80,4.60,63460.00,655474.51
2,2.80,4.60,22320.00,763343.55
4,2.80,4.60,15860.00,1043540.21
8,2.80,4.60,12890.00,1587668.60
1,2.80,4.70,69640.00,655474.51
2,2.80,4.70,21980.00,763343.55
4,2.80,4.70,16220.00,1043540.21
8,2.80,4.70,12720.00,1587668.60
1,2.80,4.80,64260.00,655474.51
2,2.80,4.80,29770.00,763343.55
4,2.80,4.80,24560.00,1043540.21
8,2.80,4.80,12880.00,1587668.60
1,2.80,4.90,64030.00,655474.51
2,2.80,4.90,24100.00,763343.55
4,2.80,4.90,18800.00,1043540.21
8,2.80,4.90,16420.00,1587668.60
1,2.80,5.00,63710.00,655474.51
2,2.80,5.00,22020.00,763343.55
4,2.80,5.00,16270.00,1043540.21
8,2.80,5.00,13230.00,1587668.60
1,2.90,0.10,83020.00,655474.51
2,2.90,0.10,22340.00,763343.55
4,2.90,0.10,16610.00,1043540.21
8,2.90,0.10,21610.00,1587668.60
1,2.90,0.20,89710.00,655474.51
2,2.90,0.20,23250.00,763343.55
4,2.90,0.20,16540.00,1043540.21
8,2.90,0.20,22140.00,1587668.60
1,2.90,0.30,68200.00,655474.51
2,2.90,0.30,30710.00,763343.55
4,2.90,0.30,17670.00,1043540.21
8,2.90,0.30,14570.00,1587668.60
1,2.90,0.40,65070.00,655474.51
2,2.90,0.40,24090.00,763343.55
4,2.90,0.40,27100.00,1043540.21
8,2.90,0.40,23630.00,1587668.60
1,2.90,0.50,66110.00,655474.51
2,2.90,0.50,23950.00,763343.55
4,2.90,0.50,17930.00,1043540.21
8,2.90,0.50,14290.00,1587668.60
1,2.90,0.60,73640.00,655474.51
2,2.90,0.60,25080.00,763343.55
4,2.90,0.60,18920.00,1043540.21
8,2.90,0.60,13280.00,1587668.60
1,2.90,0.70,65250.00,655474.51
2,2.90,0.70,26450.00,763343.55
4,2.90,0.70,18380.00,1043540.21
8,2.90,0.70,19460.00,1587668.60
1,2.90,0.80,67020.00,655474.51
2,2.90,0.80,22330.00,763343.55
4,2.90,0.80,17920.00,1043540.21
8,2.90,0.80,19030.00,1587668.60
1,2.90,0.90,65050.00,655474.51
2,2.90,0.90,23170.00,763343.55
4,2.90,0.90,16890.00,1043540.21
8,2.90,0.90,12930.00,1587668.60
1,2.90,1.00,68330.00,655474.51
2,2.90,1.00,24000.00,763343.55
4,2.90,1.00,16930.00,1043540.21
8,2.90,1.00,13270.00,1587668.60
1,2.90,1.10,71400.00,655474.51
2,2.90,1.10,23330.00,763343.55
4,2.90,1.10,19750.00,1043540.21
8,2.90,1.10,38610.00,1587668.60
1,2.90,1.20,65230.00,655474.51
2,2.90,1.20,22590.00,763343.55
4,2.90,1.20,17380.00,1043540.21
8,2.90,1.20,15210.00,1587668.60
1,2.90,1.30,65960.00,655474.51
2,2.90,1.30,23010.00,763343.55
4,2.90,1.30,17890.00,1043540.21
8,2.90,1.30,16420.00,1587668.60
1,2.90,1.40,73350.00,655474.51
2,2.90,1.40,22860.00,763343.55
4,2.90,1.40,18520.00,1043540.21
8,2.90,1.40,13420.00,1587668.60
1,2.90,1.50,66770.00,655474.51
2,2.90,1.50,25020.00,763343.55
4,2.90,1.50,16900.00,1043540.21
8,2.90,1.50,13040.00,1587668.60
1,2.90,1.60,64790.00,655474.51
2,2.90,1.60,23030.00,763343.55
4,2.90,1.60,21490.00,1043540.21
8,2.90,1.60,14230.00,1587668.60
1,2.90,1.70,64910.00,655474.51
2,2.90,1.70,31330.00,763343.55
4,2.90,1.70,24980.00,1043540.21
8,2.90,1.70,14930.00,1587668.60
1,2.90,1.80,66950.00,655474.51
2,2.90,1.80,22550.00,763343.55
4,2.90,1.80,16820.00,1043540.21
8,2.90,1.80,12980.00,1587668.60
1,2.90,1.90,64930.00,655474.51
2,2.90,1.90,25170.00,763343.55
4,2.90,1.90,18140.00,1043540.21
8,2.90,1.90,12850.00,1587668.60
1,2.90,2.00,64870.00,655474.51
2,2.90,2.00,22770.00,763343.55
4,2.90,2.00,22130.00,1043540.21
8,2.90,2.00,22140.00,1587668.60
1,2.90,2.10,65080.00,655474.51
2,2.90,2.10,22620.00,763343.55
4,2.90,2.10,17190.00,1043540.21
8,2.90,2.10,13280.00,1587668.60
1,2.90,2.20,67940.00,655474.51
2,2.90,2.20,22530.00,763343.55
4,2.90,2.20,16940.00,1043540.21
8,2.90,2.20,12660.00,1587668.60
1,2.90,2.30,72990.00,655474.51
2,2.90,2.30,33080.00,763343.55
4,2.90,2.30,17040.00,1043540.21
8,2.90,2.30,16770.00,1587668.60
1,2.90,2.40,65280.00,655474.51
2,2.90,2.40,22300.00,763343.55
4,2.90,2.40,17300.00,1043540.21
8,2.90,2.40,16630.00,1587668.60
1,2.90,2.50,65070.00,655474.51
2,2.90,2.50,22570.00,763343.55
4,2.90,2.50,17020.00,1043540.21
8,2.90,2.50,13250.00,1587668.60
1,2.90,2.60,68670.00,655474.51
2,2.90,2.60,23840.00,763343.55
4,2.90,2.60,16960.00,1043540.21
8,2.90,2.60,14220.00,1587668.60
1,2.90,2.70,85830.00,655474.51
2,2.90,2.70,24880.00,763343.55
4,2.90,2.70,17930.00,1043540.21
8,2.90,2.70,13050.00,1587668.60
1,2.90,2.80,64920.00,655474.51
2,2.90,2.80,22690.00,763343.55
4,2.90,2.80,16800.00,1043540.21
8,2.90,2.80,13080.00,1587668.60
1,2.90,2.90,65600.00,655474.51
2,2.90,2.90,24670.00,763343.55
4,2.90,2.90,16730.00,1043540.21
8,2.90,2.90,15650.00,1587668.60
1,2.90,3.00,66180.00,655474.51
2,2.90,3.00,25690.00,763343.55
4,2.90,3.00,16590.00,1043540.21
8,2.90,3.00,13520.00,1587668.60
1,2.90,3.10,65570.00,655474.51
2,2.90,3.10,22490.00,763343.55
4,2.90,3.10,17000.00,1043540.21
8,2.90,3.10,12560.00,1587668.60
1,2.90,3.20,64730.00,655474.51
2,2.90,3.20,23160.00,763343.55
4,2.90,3.20,16970.00,1043540.21
8,2.90,3.20,12900.00,1587668.60
1,2.90,3.30,69520.00,655474.51
2,2.90,3.30,22940.00,763343.55
4,2.90,3.30,19510.00,1043540.21
8,2.90,3.30,14040.00,1587668.60
1,2.90,3.40,65260.00,655474.51
2,2.90,3.40,22670.00,763343.55
4,2.90,3.40,16950.00,1043540.21
8,2.90,3.40,13540.00,1587668.60
1,2.90,3.50,65090.00,655474.51
2,2.90,3.50,22600.00,763343.55
4,2.90,3.50,16920.00,1043540.21
8,2.90,3.50,13150.00,1587668.60
1,2.90,3.60,65930.00,655474.51
2,2.90,3.60,22840.00,763343.55
4,2.90,3.60,16920.00,1043540.21
8,2.90,3.60,14360.00,1587668.60
1,2.90,3.70,66620.00,655474.51
2,2.90,3.70,22650.00,763343.55
4,2.90,3.70,16800.00,1043540.21
8,2.90,3.70,13380.00,1587668.60
1,2.90,3.80,64960.00,655474.51
2,2.90,3.80,23040.00,763343.55
4,2.90,3.80,16780.00,1043540.21
8,2.90,3.80,13270.00,1587668.60
1,2.90,3.90,66210.00,655474.51
2,2.90,3.90,24420.00,763343.55
4,2.90,3.90,16840.00,1043540.21
8,2.90,3.90,13360.00,1587668.60
1,2.90,4.00,65040.00,655474.51
2,2.90,4.00,23270.00,763343.55
4,2.90,4.00,16850.00,1043540.21
8,2.90,4.00,13000.00,1587668.60
1,2.90,4.10,65040.00,655474.51
2,2.90,4.10,22530.00,763343.55
4,2.90,4.10,17070.00,1043540.21
8,2.90,4.10,13200.00,1587668.60
1,2.90,4.20,65240.00,655474.51
2,2.90,4.20,24000.00,763343.55
4,2.90,4.20,16310.00,1043540.21
8,2.90,4.20,12650.00,1587668.60
1,2.90,4.30,65460.00,655474.51
2,2.90,4.30,22590.00,763343.55
4,2.90,4.30,17280.00,1043540.21
8,2.90,4.30,12490.00,1587668.60
1,2.90,4.40,63610.00,655474.51
2,2.90,4.40,22100.00,763343.55
4,2.90,4.40,17230.00,1043540.21
8,2.90,4.40,12850.00,1587668.60
1,2.90,4.50,63990.00,655474.51
2,2.90,4.50,22040.00,763343.55
4,2.90,4.50,22880.00,1043540.21
8,2.90,4.50,13530.00,1587668.60
1,2.90,4.60,63390.00,655474.51
2,2.90,4.60,21960.00,763343.55
4,2.90,4.60,16650.00,1043540.21
8,2.90,4.60,12980.00,1587668.60
1,2.90,4.70,63780.00,655474.51
2,2.90,4.70,22390.00,763343.55
4,2.90,4.70,16330.00,1043540.21
8,2.90,4.70,13120.00,1587668.60
1,2.90,4.80,63420.00,655474.51
2,2.90,4.80,22170.00,763343.55
4,2.90,4.80,16840.00,1043540.21
8,2.90,4.80,13590.00,1587668.60
1,2.90,4.90,63580.00,655474.51
2,2.90,4.90,22110.00,763343.55
4,2.90,4.90,16490.00,1043540.21
8,2.90,4.90,12960.00,1587668.60
1,2.90,5.00,63790.00,655474.51
2,2.90,5.00,22230.00,763343.55
4,2.90,5.00,16290.00,1043540.21
8,2.90,5.00,12890.00,1587668.60
1,3.00,0.10,63750.00,655474.51
2,3.00,0.10,22080.00,763343.55
4,3.00,0.10,16490.00,1043540.21
8,3.00,0.10,12850.00,1587668.60
1,3.00,0.20,70520.00,655474.51
2,3.00,0.20,22840.00,763343.55
4,3.00,0.20,16230.00,1043540.21
8,3.00,0.20,12840.00,1587668.60
1,3.00,0.30,62690.00,655474.51
2,3.00,0.30,22110.00,763343.55
4,3.00,0.30,16740.00,1043540.21
8,3.00,0.30,12670.00,1587668.60
1,3.00,0.40,63200.00,655474.51
2,3.00,0.40,22040.00,763343.55
4,3.00,0.40,16390.00,1043540.21
8,3.00,0.40,12820.00,1587668.60
1,3.00,0.50,64020.00,655474.51
2,3.00,0.50,28830.00,763343.55
4,3.00,0.50,16660.00,1043540.21
8,3.00,0.50,15070.00,1587668.60
1,3.00,0.60,63410.00,655474.51
2,3.00,0.60,22390.00,763343.55
4,3.00,0.60,16270.00,1043540.21
8,3.00,0.60,12800.00,1587668.60
1,3.00,0.70,63810.00,655474.51
2,3.00,0.70,22000.00,763343.55
4,3.00,0.70,16860.00,1043540.21
8,3.00,0.70,13010.00,1587668.60
1,3.00,0.80,63350.00,655474.51
2,3.00,0.80,31080.00,763343.55
4,3.00,0.80,16560.00,1043540.21
8,3.00,0.80,12550.00,1587668.60
1,3.00,0.90,63230.00,655474.51
2,3.00,0.90,22060.00,763343.55
4,3.00,0.90,16630.00,1043540.21
8,3.00,0.90,12870.00,1587668.60
1,3.00,1.00,63700.00,655474.51
2,3.00,1.00,21860.00,763343.55
4,3.00,1.00,16450.00,1043540.21
8,3.00,1.00,13870.00,1587668.60
1,3.00,1.10,63410.00,655474.51
2,3.00,1.10,22710.00,763343.55
4,3.00,1.10,26250.00,1043540.21
8,3.00,1.10,13050.00,1587668.60
1,3.00,1.20,64230.00,655474.51
2,3.00,1.20,21920.00,763343.55
4,3.00,1.20,16780.00,1043540.21
8,3.00,1.20,12640.00,1587668.60
1,3.00,1.30,63430.00,655474.51
2,3.00,1.30,21920.00,763343.55
4,3.00,1.30,16350.00,1043540.21
8,3.00,1.30,12700.00,1587668.60
1,3.00,1.40,64780.00,655474.51
2,3.00,1.40,22830.00,763343.55
4,3.00,1.40,17620.00,1043540.21
8,3.00,1.40,14610.00,1587668.60
1,3.00,1.50,63290.00,655474.51
2,3.00,1.50,22290.00,763343.55
4,3.00,1.50,16340.00,1043540.21
8,3.00,1.50,13190.00,1587668.60
1,3.00,1.60,64360.00,655474.51
2,3.00,1.60,22330.00,763343.55
4,3.00,1.60,16370.00,1043540.21
8,3.00,1.60,12730.00,1587668.60
1,3.00,1.70,63510.00,655474.51
2,3.00,1.70,22180.00,763343.55
4,3.00,1.70,17990.00,1043540.21
8,3.00,1.70,16030.00,1587668.60
1,3.00,1.80,63840.00,655474.51
2,3.00,1.80,22370.00,763343.55
4,3.00,1.80,16870.00,1043540.21
8,3.00,1.80,12920.00,1587668.60
1,3.00,1.90,63640.00,655474.51
2,3.00,1.90,21990.00,763343.55
4,3.00,1.90,16180.00,1043540.21
8,3.00,1.90,12600.00,1587668.60
1,3.00,2.00,64600.00,655474.51
2,3.00,2.00,22460.00,763343.55
4,3.00,2.00,16440.00,1043540.21
8,3.00,2.00,13250.00,1587668.60
1,3.00,2.10,63850.00,655474.51
2,3.00,2.10,22600.00,763343.55
4,3.00,2.10,16760.00,1043540.21
8,3.00,2.10,13110.00,1587668.60
1,3.00,2.20,63490.00,655474.51
2,3.00,2.20,22120.00,763343.55
4,3.00,2.20,16730.00,1043540.21
8,3.00,2.20,13060.00,1587668.60
1,3.00,2.30,63660.00,655474.51
2,3.00,2.30,21990.00,763343.55
4,3.00,2.30,16290.00,1043540.21
8,3.00,2.30,13290.00,1587668.60
1,3.00,2.40,63410.00,655474.51
2,3.00,2.40,27750.00,763343.55
4,3.00,2.40,16790.00,1043540.21
8,3.00,2.40,12530.00,1587668.60
1,3.00,2.50,63180.00,655474.51
2,3.00,2.50,22040.00,763343.55
4,3.00,2.50,16280.00,1043540.21
8,3.00,2.50,13150.00,1587668.60
1,3.00,2.60,64380.00,655474.51
2,3.00,2.60,22110.00,763343.55
4,3.00,2.60,17050.00,1043540.21
8,3.00,2.60,12830.00,1587668.60
1,3.00,2.70,64430.00,655474.51
2,3.00,2.70,22040.00,763343.55
4,3.00,2.70,17870.00,1043540.21
8,3.00,2.70,13350.00,1587668.60
1,3.00,2.80,63480.00,655474.51
2,3.00,2.80,21570.00,763343.55
4,3.00,2.80,16830.00,1043540.21
8,3.00,2.80,13260.00,1587668.60
1,3.00,2.90,63660.00,655474.51
2,3.00,2.90,22150.00,763343.55
4,3.00,2.90,16730.00,1043540.21
8,3.00,2.90,12950.00,1587668.60
1,3.00,3.00,64210.00,655474.51
2,3.00,3.00,21960.00,763343.55
4,3.00,3.00,16540.00,1043540.21
8,3.00,3.00,13950.00,1587668.60
1,3.00,3.10,63410.00,655474.51
2,3.00,3.10,22570.00,763343.55
4,3.00,3.10,17680.00,1043540.21
8,3.00,3.10,12860.00,1587668.60
1,3.00,3.20,66830.00,655474.51
2,3.00,3.20,21990.00,763343.55
4,3.00,3.20,17210.00,1043540.21
8,3.00,3.20,13630.00,1587668.60
1,3.00,3.30,63390.00,655474.51
2,3.00,3.30,22050.00,763343.55
4,3.00,3.30,16570.00,1043540.21
8,3.00,3.30,13090.00,1587668.60
1,3.00,3.40,69700.00,655474.51
2,3.00,3.40,22430.00,763343.55
4,3.00,3.40,20890.00,1043540.21
8,3.00,3.40,20110.00,1587668.60
1,3.00,3.50,63460.00,655474.51
2,3.00,3.50,22080.00,763343.55
4,3.00,3.50,16450.00,1043540.21
8,3.00,3.50,15270.00,1587668.60
1,3.00,3.60,67930.00,655474.51
2,3.00,3.60,22080.00,763343.55
4,3.00,3.60,16490.00,1043540.21
8,3.00,3.60,12660.00,1587668.60
1,3.00,3.70,66350.00,655474.51
2,3.00,3.70,30270.00,763343.55
4,3.00,3.70,20660.00,1043540.21
8,3.00,3.70,17570.00,1587668.60
1,3.00,3.80,75630.00,655474.51
2,3.00,3.80,22530.00,763343.55
4,3.00,3.80,19140.00,1043540.21
8,3.00,3.80,14240.00,1587668.60
1,3.00,3.90,62880.00,655474.51
2,3.00,3.90,22080.00,763343.55
4,3.00,3.90,16600.00,1043540.21
8,3.00,3.90,12910.00,1587668.60
1,3.00,4.00,83520.00,655474.51
2,3.00,4.00,22350.00,763343.55
4,3.00,4.00,16500.00,1043540.21
8,3.00,4.00,12820.00,1587668.60
1,3.00,4.10,75400.00,655474.51
2,3.00,4.10,30940.00,763343.55
4,3.00,4.10,16630.00,1043540.21
8,3.00,4.10,12780.00,1587668.60
1,3.00,4.20,63430.00,655474.51
2,3.00,4.20,27540.00,763343.55
4,3.00,4.20,22350.00,1043540.21
8,3.00,4.20,16140.00,1587668.60
1,3.00,4.30,63280.00,655474.51
2,3.00,4.30,22010.00,763343.55
4,3.00,4.30,23170.00,1043540.21
8,3.00,4.30,18360.00,1587668.60
1,3.00,4.40,69990.00,655474.51
2,3.00,4.40,22250.00,763343.55
4,3.00,4.40,16800.00,1043540.21
8,3.00,4.40,12970.00,1587668.60
1,3.00,4.50,80400.00,655474.51
2,3.00,4.50,22110.00,763343.55
4,3.00,4.50,16650.00,1043540.21
8,3.00,4.50,13080.00,1587668.60
1,3.00,4.60,64200.00,655474.51
2,3.00,4.60,27070.00,763343.55
4,3.00,4.60,17260.00,1043540.21
8,3.00,4.60,12910.00,1587668.60
1,3.00,4.70,63710.00,655474.51
2,3.00,4.70,33640.00,763343.55
4,3.00,4.70,19150.00,1043540.21
8,3.00,4.70,15810.00,1587668.60
1,3.00,4.80,63640.00,655474.51
2,3.00,4.80,22010.00,763343.55
4,3.00,4.80,16430.00,1043540.21
8,3.00,4.80,15790.00,1587668.60
1,3.00,4.90,67390.00,655474.51
2,3.00,4.90,22200.00,763343.55
4,3.00,4.90,16250.00,1043540.21
8,3.00,4.90,12910.00,1587668.60
1,3.00,5.00,66000.00,655474.51
2,3.00,5.00,49340.00,763343.55
4,3.00,5.00,18380.00,1043540.21
8,3.00,5.00,26010.00,1587668.60
1,3.10,0.10,97440.00,655474.51
2,3.10,0.10,30410.00,763343.55
4,3.10,0.10,16550.00,1043540.21
8,3.10,0.10,12890.00,1587668.60
1,3.10,0.20,63480.00,655474.51
2,3.10,0.20,22120.00,763343.55
4,3.10,0.20,19270.00,1043540.21
8,3.10,0.20,14680.00,1587668.60
1,3.10,0.30,69390.00,655474.51
2,3.10,0.30,53540.00,763343.55
4,3.10,0.30,17830.00,1043540.21
8,3.10,0.30,17530.00,1587668.60
1,3.10,0.40,66550.00,655474.51
2,3.10,0.40,22810.00,763343.55
4,3.10,0.40,16930.00,1043540.21
8,3.10,0.40,13020.00,1587668.60
1,3.10,0.50,67270.00,655474.51
2,3.10,0.50,24610.00,763343.55
4,3.10,0.50,16760.00,1043540.21
8,3.10,0.50,12760.00,1587668.60
1,3.10,0.60,65990.00,655474.51
2,3.10,0.60,39930.00,763343.55
4,3.10,0.60,18170.00,1043540.21
8,3.10,0.60,13020.00,1587668.60
1,3.10,0.70,65860.00,655474.51
2,3.10,0.70,28730.00,763343.55
4,3.10,0.70,25780.00,1043540.21
8,3.10,0.70,28250.00,1587668.60
1,3.10,0.80,68400.00,655474.51
2,3.10,0.80,23010.00,763343.55
4,3.10,0.80,17730.00,1043540.21
8,3.10,0.80,13400.00,1587668.60
1,3.10,0.90,72310.00,655474.51
2,3.10,0.90,28680.00,763343.55
4,3.10,0.90,17180.00,1043540.21
8,3.10,0.90,13170.00,1587668.60
1,3.10,1.00,65280.00,655474.51
2,3.10,1.00,22440.00,763343.55
4,3.10,1.00,16700.00,1043540.21
8,3.10,1.00,14190.00,1587668.60
1,3.10,1.10,65590.00,655474.51
2,3.10,1.10,22350.00,763343.55
4,3.10,1.10,17020.00,1043540.21
8,3.10,1.10,13230.00,1587668.60
1,3.10,1.20,65180.00,655474.51
2,3.10,1.20,23680.00,763343.55
4,3.10,1.20,20930.00,1043540.21
8,3.10,1.20,13290.00,1587668.60
1,3.10,1.30,66590.00,655474.51
2,3.10,1.30,22610.00,763343.55
4,3.10,1.30,16800.00,1043540.21
8,3.10,1.30,13420.00,1587668.60
1,3.10,1.40,65350.00,655474.51
2,3.10,1.40,22660.00,763343.55
4,3.10,1.40,16940.00,1043540.21
8,3.10,1.40,13470.00,1587668.60
1,3.10,1.50,65220.00,655474.51
2,3.10,1.50,22600.00,763343.55
4,3.10,1.50,17940.00,1043540.21
8,3.10,1.50,16630.00,1587668.60
1,3.10,1.60,66310.00,655474.51
2,3.10,1.60,25580.00,763343.55
4,3.10,1.60,17370.00,1043540.21
8,3.10,1.60,13350.00,1587668.60
1,3.10,1.70,65570.00,655474.51
2,3.10,1.70,22590.00,763343.55
4,3.10,1.70,17070.00,1043540.21
8,3.10,1.70,13160.00,1587668.60
1,3.10,1.80,65500.00,655474.51
2,3.10,1.80,23060.00,763343.55
4,3.10,1.80,16870.00,1043540.21
8,3.10,1.80,13290.00,1587668.60
1,3.10,1.90,65800.00,655474.51
2,3.10,1.90,24820.00,763343.55
4,3.10,1.90,16870.00,1043540.21
8,3.10,1.90,12990.00,1587668.60
1,3.10,2.00,65040.00,655474.51
2,3.10,2.00,22770.00,763343.55
4,3.10,2.00,16570.00,1043540.21
8,3.10,2.00,13190.00,1587668.60
1,3.10,2.10,65460.00,655474.51
2,3.10,2.10,22440.00,763343.55
4,3.10,2.10,16990.00,1043540.21
8,3.10,2.10,12860.00,1587668.60
1,3.10,2.20,65140.00,655474.51
2,3.10,2.20,22770.00,763343.55
4,3.10,2.20,22610.00,1043540.21
8,3.10,2.20,15020.00,1587668.60
1,3.10,2.30,63890.00,655474.51
2,3.10,2.30,22120.00,763343.55
4,3.10,2.30,16220.00,1043540.21
8,3.10,2.30,12900.00,1587668.60
1,3.10,2.40,63990.00,655474.51
2,3.10,2.40,21980.00,763343.55
4,3.10,2.40,16560.00,1043540.21
8,3.10,2.40,12630.00,1587668.60
1,3.10,2.50,63890.00,655474.51
2,3.10,2.50,22250.00,763343.55
4,3.10,2.50,16750.00,1043540.21
8,3.10,2.50,13640.00,1587668.60
1,3.10,2.60,82160.00,655474.51
2,3.10,2.60,22450.00,763343.55
4,3.10,2.60,16710.00,1043540.21
8,3.10,2.60,12760.00,1587668.60
1,3.10,2.70,63470.00,655474.51
2,3.10,2.70,22010.00,763343.55
4,3.10,2.70,16440.00,1043540.21
8,3.10,2.70,13240.00,1587668.60
1,3.10,2.80,63590.00,655474.51
2,3.10,2.80,22160.00,763343.55
4,3.10,2.80,16480.00,1043540.21
8,3.10,2.80,12610.00,1587668.60
1,3.10,2.90,73160.00,655474.51
2,3.10,2.90,27010.00,763343.55
4,3.10,2.90,16730.00,1043540.21
8,3.10,2.90,12820.00,1587668.60
1,3.10,3.00,63730.00,655474.51
2,3.10,3.00,22100.00,763343.55
4,3.10,3.00,16490.00,1043540.21
8,3.10,3.00,13200.00,1587668.60
1,3.10,3.10,63850.00,655474.51
2,3.10,3.10,23620.00,763343.55
4,3.10,3.10,17440.00,1043540.21
8,3.10,3.10,13630.00,1587668.60
1,3.10,3.20,66790.00,655474.51
2,3.10,3.20,23050.00,763343.55
4,3.10,3.20,22940.00,1043540.21
8,3.10,3.20,13480.00,1587668.60
1,3.10,3.30,64360.00,655474.51
2,3.10,3.30,23210.00,763343.55
4,3.10,3.30,17160.00,1043540.21
8,3.10,3.30,13420.00,1587668.60
1,3.10,3.40,64270.00,655474.51
2,3.10,3.40,22640.00,763343.55
4,3.10,3.40,16880.00,1043540.21
8,3.10,3.40,13390.00,1587668.60
1,3.10,3.50,65830.00,655474.51
2,3.10,3.50,23030.00,763343.55
4,3.10,3.50,17360.00,1043540.21
8,3.10,3.50,13870.00,1587668.60
1,3.10,3.60,69760.00,655474.51
2,3.10,3.60,22970.00,763343.55
4,3.10,3.60,16960.00,1043540.21
8,3.10,3.60,12830.00,1587668.60
1,3.10,3.70,64200.00,655474.51
