agents,distanceMultiplier,profitMultiplier,time,distance
1,0.40,2.00,65490.00,655474.51
2,0.40,2.00,22700.00,763343.55
4,0.40,2.00,17040.00,1043540.21
8,0.40,2.00,13370.00,1587668.60
1,0.40,2.10,65190.00,655474.51
2,0.40,2.10,24320.00,763343.55
4,0.40,2.10,17790.00,1043540.21
8,0.40,2.10,12900.00,1587668.60
1,0.40,2.20,68610.00,655474.51
2,0.40,2.20,22090.00,763343.55
4,0.40,2.20,16670.00,1043540.21
8,0.40,2.20,12950.00,1587668.60
1,0.40,2.30,63530.00,655474.51
2,0.40,2.30,22240.00,763343.55
4,0.40,2.30,16750.00,1043540.21
8,0.40,2.30,13160.00,1587668.60
1,0.40,2.40,63340.00,655474.51
2,0.40,2.40,22160.00,763343.55
4,0.40,2.40,24320.00,1043540.21
8,0.40,2.40,13040.00,1587668.60
1,0.40,2.50,63790.00,655474.51
2,0.40,2.50,22520.00,763343.55
4,0.40,2.50,16630.00,1043540.21
8,0.40,2.50,12880.00,1587668.60
1,0.40,2.60,63510.00,655474.51
2,0.40,2.60,22430.00,763343.55
4,0.40,2.60,18990.00,1043540.21
8,0.40,2.60,12870.00,1587668.60
1,0.40,2.70,63750.00,655474.51
2,0.40,2.70,22170.00,763343.55
4,0.40,2.70,16490.00,1043540.21
8,0.40,2.70,13420.00,1587668.60
1,0.40,2.80,63720.00,655474.51
2,0.40,2.80,22030.00,763343.55
4,0.40,2.80,16820.00,1043540.21
8,0.40,2.80,12890.00,1587668.60
1,0.40,2.90,63500.00,655474.51
2,0.40,2.90,22080.00,763343.55
4,0.40,2.90,16700.00,1043540.21
8,0.40,2.90,17110.00,1587668.60
1,0.40,3.00,64320.00,655474.51
2,0.40,3.00,23250.00,763343.55
4,0.40,3.00,17140.00,1043540.21
8,0.40,3.00,14770.00,1587668.60
1,0.40,3.10,64230.00,655474.51
2,0.40,3.10,23030.00,763343.55
4,0.40,3.10,17330.00,1043540.21
8,0.40,3.10,13700.00,1587668.60
1,0.40,3.20,64050.00,655474.51
2,0.40,3.20,23300.00,763343.55
4,0.40,3.20,17230.00,1043540.21
8,0.40,3.20,13540.00,1587668.60
1,0.40,3.30,68660.00,655474.51
2,0.40,3.30,23400.00,763343.55
4,0.40,3.30,18620.00,1043540.21
8,0.40,3.30,13760.00,1587668.60
1,0.40,3.40,66620.00,655474.51
2,0.40,3.40,22680.00,763343.55
4,0.40,3.40,17850.00,1043540.21
8,0.40,3.40,13870.00,1587668.60
1,0.40,3.50,64270.00,655474.51
2,0.40,3.50,22570.00,763343.55
4,0.40,3.50,17930.00,1043540.21
8,0.40,3.50,14030.00,1587668.60
1,0.40,3.60,63800.00,655474.51
2,0.40,3.60,23130.00,763343.55
4,0.40,3.60,17230.00,1043540.21
8,0.40,3.60,13300.00,1587668.60
1,0.40,3.70,67000.00,655474.51
2,0.40,3.70,22640.00,763343.55
4,0.40,3.70,16090.00,1043540.21
8,0.40,3.70,12720.00,1587668.60
1,0.40,3.80,63790.00,655474.51
2,0.40,3.80,22620.00,763343.55
4,0.40,3.80,16710.00,1043540.21
8,0.40,3.80,13110.00,1587668.60
1,0.40,3.90,63890.00,655474.51
2,0.40,3.90,22130.00,763343.55
4,0.40,3.90,17050.00,1043540.21
8,0.40,3.90,15850.00,1587668.60
1,0.40,4.00,63170.00,655474.51
2,0.40,4.00,23140.00,763343.55
4,0.40,4.00,16390.00,1043540.21
8,0.40,4.00,12640.00,1587668.60
1,0.40,4.10,63660.00,655474.51
2,0.40,4.10,22170.00,763343.55
4,0.40,4.10,16520.00,1043540.21
8,0.40,4.10,12910.00,1587668.60
1,0.40,4.20,63640.00,655474.51
2,0.40,4.20,22140.00,763343.55
4,0.40,4.20,16790.00,1043540.21
8,0.40,4.20,12880.00,1587668.60
1,0.40,4.30,63550.00,655474.51
2,0.40,4.30,22390.00,763343.55
4,0.40,4.30,24110.00,1043540.21
8,0.40,4.30,15060.00,1587668.60
1,0.40,4.40,63510.00,655474.51
2,0.40,4.40,22120.00,763343.55
4,0.40,4.40,16440.00,1043540.21
8,0.40,4.40,12720.00,1587668.60
1,0.40,4.50,64280.00,655474.51
2,0.40,4.50,22020.00,763343.55
4,0.40,4.50,16620.00,1043540.21
8,0.40,4.50,12530.00,1587668.60
1,0.40,4.60,63150.00,655474.51
2,0.40,4.60,22230.00,763343.55
4,0.40,4.60,17840.00,1043540.21
8,0.40,4.60,13790.00,1587668.60
1,0.40,4.70,63400.00,655474.51
2,0.40,4.70,26670.00,763343.55
4,0.40,4.70,16550.00,1043540.21
8,0.40,4.70,13230.00,1587668.60
1,0.40,4.80,63870.00,655474.51
2,0.40,4.80,22160.00,763343.55
4,0.40,4.80,16590.00,1043540.21
8,0.40,4.80,12820.00,1587668.60
1,0.40,4.90,63450.00,655474.51
2,0.40,4.90,22510.00,763343.55
4,0.40,4.90,17220.00,1043540.21
8,0.40,4.90,12820.00,1587668.60
1,0.40,5.00,78420.00,655474.51
2,0.40,5.00,22280.00,763343.55
4,0.40,5.00,16560.00,1043540.21
8,0.40,5.00,14260.00,1587668.60
1,0.50,0.10,63320.00,655474.51
2,0.50,0.10,22300.00,763343.55
4,0.50,0.10,16540.00,1043540.21
8,0.50,0.10,12840.00,1587668.60
1,0.50,0.20,63900.00,655474.51
2,0.50,0.20,22770.00,763343.55
4,0.50,0.20,16320.00,1043540.21
8,0.50,0.20,12710.00,1587668.60
1,0.50,0.30,64460.00,655474.51
2,0.50,0.30,22360.00,763343.55
4,0.50,0.30,16680.00,1043540.21
8,0.50,0.30,13860.00,1587668.60
1,0.50,0.40,63530.00,655474.51
2,0.50,0.40,22210.00,763343.55
4,0.50,0.40,16490.00,1043540.21
8,0.50,0.40,12790.00,1587668.60
1,0.50,0.50,64170.00,655474.51
2,0.50,0.50,22150.00,763343.55
4,0.50,0.50,16940.00,1043540.21
8,0.50,0.50,12850.00,1587668.60
1,0.50,0.60,63700.00,655474.51
2,0.50,0.60,22960.00,763343.55
4,0.50,0.60,18190.00,1043540.21
8,0.50,0.60,13080.00,1587668.60
1,0.50,0.70,63290.00,655474.51
2,0.50,0.70,22110.00,763343.55
4,0.50,0.70,16300.00,1043540.21
8,0.50,0.70,13260.00,1587668.60
1,0.50,0.80,63400.00,655474.51
2,0.50,0.80,22400.00,763343.55
4,0.50,0.80,16850.00,1043540.21
8,0.50,0.80,13140.00,1587668.60
1,0.50,0.90,63570.00,655474.51
2,0.50,0.90,22760.00,763343.55
4,0.50,0.90,17500.00,1043540.21
8,0.50,0.90,13100.00,1587668.60
1,0.50,1.00,63580.00,655474.51
2,0.50,1.00,22570.00,763343.55
4,0.50,1.00,16410.00,1043540.21
8,0.50,1.00,13450.00,1587668.60
1,0.50,1.10,63360.00,655474.51
2,0.50,1.10,22270.00,763343.55
4,0.50,1.10,16200.00,1043540.21
8,0.50,1.10,12870.00,1587668.60
1,0.50,1.20,63900.00,655474.51
2,0.50,1.20,23040.00,763343.55
4,0.50,1.20,16200.00,1043540.21
8,0.50,1.20,12880.00,1587668.60
1,0.50,1.30,69890.00,655474.51
2,0.50,1.30,22310.00,763343.55
4,0.50,1.30,16380.00,1043540.21
8,0.50,1.30,13330.00,1587668.60
1,0.50,1.40,74050.00,655474.51
2,0.50,1.40,22170.00,763343.55
4,0.50,1.40,16290.00,1043540.21
8,0.50,1.40,12960.00,1587668.60
1,0.50,1.50,63740.00,655474.51
2,0.50,1.50,29550.00,763343.55
4,0.50,1.50,23490.00,1043540.21
8,0.50,1.50,12780.00,1587668.60
1,0.50,1.60,67640.00,655474.51
2,0.50,1.60,25840.00,763343.55
4,0.50,1.60,22050.00,1043540.21
8,0.50,1.60,14530.00,1587668.60
1,0.50,1.70,70680.00,655474.51
2,0.50,1.70,33540.00,763343.55
4,0.50,1.70,19350.00,1043540.21
8,0.50,1.70,13280.00,1587668.60
1,0.50,1.80,70420.00,655474.51
2,0.50,1.80,28160.00,763343.55
4,0.50,1.80,17430.00,1043540.21
8,0.50,1.80,13100.00,1587668.60
1,0.50,1.90,63650.00,655474.51
2,0.50,1.90,22120.00,763343.55
4,0.50,1.90,26720.00,1043540.21
8,0.50,1.90,21520.00,1587668.60
1,0.50,2.00,63520.00,655474.51
2,0.50,2.00,22220.00,763343.55
4,0.50,2.00,16370.00,1043540.21
8,0.50,2.00,13180.00,1587668.60
1,0.50,2.10,70680.00,655474.51
2,0.50,2.10,23080.00,763343.55
4,0.50,2.10,16410.00,1043540.21
8,0.50,2.10,12820.00,1587668.60
1,0.50,2.20,63490.00,655474.51
2,0.50,2.20,28730.00,763343.55
4,0.50,2.20,23090.00,1043540.21
8,0.50,2.20,15790.00,1587668.60
1,0.50,2.30,63270.00,655474.51
2,0.50,2.30,22410.00,763343.55
4,0.50,2.30,16910.00,1043540.21
8,0.50,2.30,14540.00,1587668.60
1,0.50,2.40,72330.00,655474.51
2,0.50,2.40,39210.00,763343.55
4,0.50,2.40,21310.00,1043540.21
8,0.50,2.40,17680.00,1587668.60
1,0.50,2.50,63810.00,655474.51
2,0.50,2.50,22230.00,763343.55
4,0.50,2.50,21250.00,1043540.21
8,0.50,2.50,14840.00,1587668.60
1,0.50,2.60,67620.00,655474.51
2,0.50,2.60,22710.00,763343.55
4,0.50,2.60,17600.00,1043540.21
8,0.50,2.60,13130.00,1587668.60
1,0.50,2.70,68370.00,655474.51
2,0.50,2.70,30770.00,763343.55
4,0.50,2.70,16350.00,1043540.21
8,0.50,2.70,12630.00,1587668.60
1,0.50,2.80,63630.00,655474.51
2,0.50,2.80,22350.00,763343.55
4,0.50,2.80,16850.00,1043540.21
8,0.50,2.80,29240.00,1587668.60
1,0.50,2.90,63440.00,655474.51
2,0.50,2.90,22250.00,763343.55
4,0.50,2.90,16680.00,1043540.21
8,0.50,2.90,17370.00,1587668.60
1,0.50,3.00,81530.00,655474.51
2,0.50,3.00,23160.00,763343.55
4,0.50,3.00,19360.00,1043540.21
8,0.50,3.00,13230.00,1587668.60
1,0.50,3.10,65430.00,655474.51
2,0.50,3.10,24100.00,763343.55
4,0.50,3.10,19280.00,1043540.21
8,0.50,3.10,14050.00,1587668.60
1,0.50,3.20,66120.00,655474.51
2,0.50,3.20,22460.00,763343.55
4,0.50,3.20,17190.00,1043540.21
8,0.50,3.20,16370.00,1587668.60
1,0.50,3.30,66160.00,655474.51
2,0.50,3.30,22980.00,763343.55
4,0.50,3.30,16720.00,1043540.21
8,0.50,3.30,13210.00,1587668.60
1,0.50,3.40,68500.00,655474.51
2,0.50,3.40,25540.00,763343.55
4,0.50,3.40,16790.00,1043540.21
8,0.50,3.40,13820.00,1587668.60
1,0.50,3.50,68200.00,655474.51
2,0.50,3.50,22790.00,763343.55
4,0.50,3.50,18870.00,1043540.21
8,0.50,3.50,18700.00,1587668.60
1,0.50,3.60,65180.00,655474.51
2,0.50,3.60,22630.00,763343.55
4,0.50,3.60,17450.00,1043540.21
8,0.50,3.60,14360.00,1587668.60
1,0.50,3.70,65960.00,655474.51
2,0.50,3.70,22920.00,763343.55
4,0.50,3.70,18360.00,1043540.21
8,0.50,3.70,13150.00,1587668.60
1,0.50,3.80,67090.00,655474.51
2,0.50,3.80,25830.00,763343.55
4,0.50,3.80,19000.00,1043540.21
8,0.50,3.80,13340.00,1587668.60
1,0.50,3.90,68180.00,655474.51
2,0.50,3.90,23540.00,763343.55
4,0.50,3.90,18670.00,1043540.21
8,0.50,3.90,13310.00,1587668.60
1,0.50,4.00,65160.00,655474.51
2,0.50,4.00,22720.00,763343.55
4,0.50,4.00,17190.00,1043540.21
8,0.50,4.00,14290.00,1587668.60
1,0.50,4.10,67230.00,655474.51
2,0.50,4.10,22730.00,763343.55
4,0.50,4.10,21230.00,1043540.21
8,0.50,4.10,13090.00,1587668.60
1,0.50,4.20,70750.00,655474.51
2,0.50,4.20,22630.00,763343.55
4,0.50,4.20,17120.00,1043540.21
8,0.50,4.20,15330.00,1587668.60
1,0.50,4.30,64930.00,655474.51
2,0.50,4.30,23250.00,763343.55
4,0.50,4.30,19890.00,1043540.21
8,0.50,4.30,13260.00,1587668.60
1,0.50,4.40,65410.00,655474.51
2,0.50,4.40,22740.00,763343.55
4,0.50,4.40,16960.00,1043540.21
8,0.50,4.40,15570.00,1587668.60
1,0.50,4.50,74020.00,655474.51
2,0.50,4.50,22840.00,763343.55
4,0.50,4.50,17260.00,1043540.21
8,0.50,4.50,13020.00,1587668.60
1,0.50,4.60,65900.00,655474.51
2,0.50,4.60,23690.00,763343.55
4,0.50,4.60,17180.00,1043540.21
8,0.50,4.60,13030.00,1587668.60
1,0.50,4.70,65100.00,655474.51
2,0.50,4.70,24370.00,763343.55
4,0.50,4.70,19030.00,1043540.21
8,0.50,4.70,13240.00,1587668.60
1,0.50,4.80,79880.00,655474.51
2,0.50,4.80,24570.00,763343.55
4,0.50,4.80,19790.00,1043540.21
8,0.50,4.80,15570.00,1587668.60
1,0.50,4.90,69650.00,655474.51
2,0.50,4.90,23410.00,763343.55
4,0.50,4.90,18020.00,1043540.21
8,0.50,4.90,13930.00,1587668.60
1,0.50,5.00,65780.00,655474.51
2,0.50,5.00,30420.00,763343.55
4,0.50,5.00,17840.00,1043540.21
8,0.50,5.00,14100.00,1587668.60
1,0.60,0.10,66310.00,655474.51
2,0.60,0.10,32250.00,763343.55
4,0.60,0.10,20270.00,1043540.21
8,0.60,0.10,20920.00,1587668.60
1,0.60,0.20,65550.00,655474.51
2,0.60,0.20,23940.00,763343.55
4,0.60,0.20,18620.00,1043540.21
8,0.60,0.20,15260.00,1587668.60
1,0.60,0.30,77360.00,655474.51
2,0.60,0.30,24230.00,763343.55
4,0.60,0.30,22890.00,1043540.21
8,0.60,0.30,22860.00,1587668.60
1,0.60,0.40,126220.00,655474.51
2,0.60,0.40,34710.00,763343.55
4,0.60,0.40,26340.00,1043540.21
8,0.60,0.40,26280.00,1587668.60
1,0.60,0.50,99450.00,655474.51
2,0.60,0.50,35890.00,763343.55
4,0.60,0.50,31320.00,1043540.21
8,0.60,0.50,16470.00,1587668.60
1,0.60,0.60,65450.00,655474.51
2,0.60,0.60,28330.00,763343.55
4,0.60,0.60,18110.00,1043540.21
8,0.60,0.60,15440.00,1587668.60
1,0.60,0.70,72470.00,655474.51
2,0.60,0.70,23350.00,763343.55
4,0.60,0.70,18030.00,1043540.21
8,0.60,0.70,14790.00,1587668.60
1,0.60,0.80,91350.00,655474.51
2,0.60,0.80,34980.00,763343.55
4,0.60,0.80,19780.00,1043540.21
8,0.60,0.80,13710.00,1587668.60
1,0.60,0.90,66820.00,655474.51
2,0.60,0.90,36950.00,763343.55
4,0.60,0.90,17650.00,1043540.21
8,0.60,0.90,13310.00,1587668.60
1,0.60,1.00,63980.00,655474.51
2,0.60,1.00,23410.00,763343.55
4,0.60,1.00,17550.00,1043540.21
8,0.60,1.00,17120.00,1587668.60
1,0.60,1.10,64430.00,655474.51
2,0.60,1.10,26770.00,763343.55
4,0.60,1.10,17110.00,1043540.21
8,0.60,1.10,13530.00,1587668.60
1,0.60,1.20,77350.00,655474.51
2,0.60,1.20,23480.00,763343.55
4,0.60,1.20,20000.00,1043540.21
8,0.60,1.20,13690.00,1587668.60
1,0.60,1.30,64460.00,655474.51
2,0.60,1.30,25380.00,763343.55
4,0.60,1.30,22910.00,1043540.21
8,0.60,1.30,13580.00,1587668.60
1,0.60,1.40,63620.00,655474.51
2,0.60,1.40,22700.00,763343.55
4,0.60,1.40,17960.00,1043540.21
8,0.60,1.40,18930.00,1587668.60
1,0.60,1.50,64730.00,655474.51
2,0.60,1.50,23280.00,763343.55
4,0.60,1.50,17640.00,1043540.21
8,0.60,1.50,17560.00,1587668.60
1,0.60,1.60,69810.00,655474.51
2,0.60,1.60,23350.00,763343.55
4,0.60,1.60,17380.00,1043540.21
8,0.60,1.60,13880.00,1587668.60
1,0.60,1.70,64750.00,655474.51
2,0.60,1.70,23160.00,763343.55
4,0.60,1.70,25440.00,1043540.21
8,0.60,1.70,22150.00,1587668.60
1,0.60,1.80,67500.00,655474.51
2,0.60,1.80,23900.00,763343.55
4,0.60,1.80,17650.00,1043540.21
8,0.60,1.80,14390.00,1587668.60
1,0.60,1.90,70040.00,655474.51
2,0.60,1.90,23810.00,763343.55
4,0.60,1.90,17760.00,1043540.21
8,0.60,1.90,13790.00,1587668.60
1,0.60,2.00,68470.00,655474.51
2,0.60,2.00,28240.00,763343.55
4,0.60,2.00,20510.00,1043540.21
8,0.60,2.00,13860.00,1587668.60
1,0.60,2.10,66130.00,655474.51
2,0.60,2.10,23460.00,763343.55
4,0.60,2.10,18000.00,1043540.21
8,0.60,2.10,18120.00,1587668.60
1,0.60,2.20,66450.00,655474.51
2,0.60,2.20,26470.00,763343.55
4,0.60,2.20,17930.00,1043540.21
8,0.60,2.20,14270.00,1587668.60
1,0.60,2.30,69590.00,655474.51
2,0.60,2.30,23990.00,763343.55
4,0.60,2.30,19020.00,1043540.21
8,0.60,2.30,13960.00,1587668.60
1,0.60,2.40,65950.00,655474.51
2,0.60,2.40,27340.00,763343.55
4,0.60,2.40,19680.00,1043540.21
8,0.60,2.40,13840.00,1587668.60
1,0.60,2.50,66170.00,655474.51
2,0.60,2.50,23370.00,763343.55
4,0.60,2.50,23440.00,1043540.21
8,0.60,2.50,22360.00,1587668.60
1,0.60,2.60,70350.00,655474.51
2,0.60,2.60,25710.00,763343.55
4,0.60,2.60,25240.00,1043540.21
8,0.60,2.60,16050.00,1587668.60
1,0.60,2.70,71070.00,655474.51
2,0.60,2.70,24960.00,763343.55
4,0.60,2.70,20250.00,1043540.21
8,0.60,2.70,14640.00,1587668.60
1,0.60,2.80,73480.00,655474.51
2,0.60,2.80,29050.00,763343.55
4,0.60,2.80,25350.00,1043540.21
8,0.60,2.80,15120.00,1587668.60
1,0.60,2.90,72360.00,655474.51
2,0.60,2.90,30110.00,763343.55
4,0.60,2.90,23310.00,1043540.21
8,0.60,2.90,16460.00,1587668.60
1,0.60,3.00,69260.00,655474.51
2,0.60,3.00,25070.00,763343.55
4,0.60,3.00,17840.00,1043540.21
8,0.60,3.00,15360.00,1587668.60
1,0.60,3.10,65000.00,655474.51
2,0.60,3.10,22500.00,763343.55
4,0.60,3.10,23410.00,1043540.21
8,0.60,3.10,19190.00,1587668.60
1,0.60,3.20,69310.00,655474.51
2,0.60,3.20,31440.00,763343.55
4,0.60,3.20,18400.00,1043540.21
8,0.60,3.20,13710.00,1587668.60
1,0.60,3.30,67110.00,655474.51
2,0.60,3.30,31740.00,763343.55
4,0.60,3.30,18840.00,1043540.21
8,0.60,3.30,13540.00,1587668.60
1,0.60,3.40,66500.00,655474.51
2,0.60,3.40,23870.00,763343.55
4,0.60,3.40,30620.00,1043540.21
8,0.60,3.40,14730.00,1587668.60
1,0.60,3.50,73460.00,655474.51
2,0.60,3.50,23720.00,763343.55
4,0.60,3.50,20730.00,1043540.21
8,0.60,3.50,15630.00,1587668.60
1,0.60,3.60,66340.00,655474.51
2,0.60,3.60,24230.00,763343.55
4,0.60,3.60,20720.00,1043540.21
8,0.60,3.60,13100.00,1587668.60
1,0.60,3.70,64660.00,655474.51
2,0.60,3.70,23280.00,763343.55
4,0.60,3.70,16690.00,1043540.21
8,0.60,3.70,18480.00,1587668.60
1,0.60,3.80,132200.00,655474.51
2,0.60,3.80,39130.00,763343.55
4,0.60,3.80,28180.00,1043540.21
8,0.60,3.80,22790.00,1587668.60
1,0.60,3.90,120610.00,655474.51
2,0.60,3.90,37820.00,763343.55
4,0.60,3.90,33770.00,1043540.21
8,0.60,3.90,28990.00,1587668.60
1,0.60,4.00,112700.00,655474.51
2,0.60,4.00,37800.00,763343.55
4,0.60,4.00,32130.00,1043540.21
8,0.60,4.00,21220.00,1587668.60
1,0.60,4.10,111000.00,655474.51
2,0.60,4.10,44880.00,763343.55
4,0.60,4.10,26040.00,1043540.21
8,0.60,4.10,14040.00,1587668.60
1,0.60,4.20,66770.00,655474.51
2,0.60,4.20,23430.00,763343.55
4,0.60,4.20,17370.00,1043540.21
8,0.60,4.20,15110.00,1587668.60
1,0.60,4.30,66000.00,655474.51
2,0.60,4.30,22980.00,763343.55
4,0.60,4.30,17000.00,1043540.21
8,0.60,4.30,14360.00,1587668.60
1,0.60,4.40,83770.00,655474.51
2,0.60,4.40,23500.00,763343.55
4,0.60,4.40,19450.00,1043540.21
8,0.60,4.40,13850.00,1587668.60
1,0.60,4.50,64800.00,655474.51
2,0.60,4.50,23280.00,763343.55
4,0.60,4.50,17290.00,1043540.21
8,0.60,4.50,15230.00,1587668.60
1,0.60,4.60,65750.00,655474.51
2,0.60,4.60,24110.00,763343.55
4,0.60,4.60,18710.00,1043540.21
8,0.60,4.60,13810.00,1587668.60
1,0.60,4.70,70220.00,655474.51
2,0.60,4.70,23480.00,763343.55
4,0.60,4.70,17520.00,1043540.21
8,0.60,4.70,14130.00,1587668.60
1,0.60,4.80,65020.00,655474.51
2,0.60,4.80,23530.00,763343.55
4,0.60,4.80,17350.00,1043540.21
8,0.60,4.80,13790.00,1587668.60
1,0.60,4.90,66900.00,655474.51
2,0.60,4.90,24730.00,763343.55
4,0.60,4.90,17790.00,1043540.21
8,0.60,4.90,14880.00,1587668.60
1,0.60,5.00,65880.00,655474.51
2,0.60,5.00,24180.00,763343.55
4,0.60,5.00,17690.00,1043540.21
8,0.60,5.00,13900.00,1587668.60
1,0.70,0.10,65540.00,655474.51
2,0.70,0.10,23970.00,763343.55
4,0.70,0.10,17920.00,1043540.21
8,0.70,0.10,16130.00,1587668.60
1,0.70,0.20,64690.00,655474.51
2,0.70,0.20,24250.00,763343.55
4,0.70,0.20,16580.00,1043540.21
8,0.70,0.20,13160.00,1587668.60
1,0.70,0.30,64700.00,655474.51
2,0.70,0.30,22380.00,763343.55
4,0.70,0.30,16760.00,1043540.21
8,0.70,0.30,13170.00,1587668.60
1,0.70,0.40,64470.00,655474.51
2,0.70,0.40,22610.00,763343.55
4,0.70,0.40,20170.00,1043540.21
8,0.70,0.40,13160.00,1587668.60
1,0.70,0.50,64500.00,655474.51
2,0.70,0.50,22410.00,763343.55
4,0.70,0.50,17860.00,1043540.21
8,0.70,0.50,13350.00,1587668.60
1,0.70,0.60,64450.00,655474.51
2,0.70,0.60,22240.00,763343.55
4,0.70,0.60,16330.00,1043540.21
8,0.70,0.60,12880.00,1587668.60
1,0.70,0.70,63540.00,655474.51
2,0.70,0.70,22120.00,763343.55
4,0.70,0.70,16710.00,1043540.21
8,0.70,0.70,13170.00,1587668.60
1,0.70,0.80,63520.00,655474.51
2,0.70,0.80,22190.00,763343.55
4,0.70,0.80,16550.00,1043540.21
8,0.70,0.80,15660.00,1587668.60
1,0.70,0.90,63700.00,655474.51
2,0.70,0.90,22380.00,763343.55
4,0.70,0.90,17010.00,1043540.21
8,0.70,0.90,12810.00,1587668.60
1,0.70,1.00,63440.00,655474.51
2,0.70,1.00,22010.00,763343.55
4,0.70,1.00,16730.00,1043540.21
8,0.70,1.00,19750.00,1587668.60
1,0.70,1.10,66150.00,655474.51
2,0.70,1.10,22200.00,763343.55
4,0.70,1.10,16550.00,1043540.21
8,0.70,1.10,13000.00,1587668.60
1,0.70,1.20,63280.00,655474.51
2,0.70,1.20,22070.00,763343.55
4,0.70,1.20,16300.00,1043540.21
8,0.70,1.20,13000.00,1587668.60
1,0.70,1.30,63730.00,655474.51
2,0.70,1.30,22330.00,763343.55
4,0.70,1.30,16440.00,1043540.21
8,0.70,1.30,13080.00,1587668.60
1,0.70,1.40,65020.00,655474.51
2,0.70,1.40,23170.00,763343.55
4,0.70,1.40,16480.00,1043540.21
8,0.70,1.40,12860.00,1587668.60
1,0.70,1.50,63240.00,655474.51
2,0.70,1.50,21940.00,763343.55
4,0.70,1.50,16660.00,1043540.21
8,0.70,1.50,13860.00,1587668.60
1,0.70,1.60,63590.00,655474.51
2,0.70,1.60,22120.00,763343.55
4,0.70,1.60,16480.00,1043540.21
8,0.70,1.60,12690.00,1587668.60
1,0.70,1.70,63790.00,655474.51
2,0.70,1.70,22830.00,763343.55
4,0.70,1.70,16670.00,1043540.21
8,0.70,1.70,16260.00,1587668.60
1,0.70,1.80,63540.00,655474.51
2,0.70,1.80,21820.00,763343.55
4,0.70,1.80,16230.00,1043540.21
8,0.70,1.80,12910.00,1587668.60
1,0.70,1.90,63530.00,655474.51
2,0.70,1.90,21950.00,763343.55
4,0.70,1.90,16410.00,1043540.21
8,0.70,1.90,12740.00,1587668.60
1,0.70,2.00,64080.00,655474.51
2,0.70,2.00,22380.00,763343.55
4,0.70,2.00,18650.00,1043540.21
8,0.70,2.00,13250.00,1587668.60
1,0.70,2.10,64450.00,655474.51
2,0.70,2.10,22990.00,763343.55
4,0.70,2.10,17330.00,1043540.21
8,0.70,2.10,13600.00,1587668.60
1,0.70,2.20,63960.00,655474.51
2,0.70,2.20,23080.00,763343.55
4,0.70,2.20,17340.00,1043540.21
8,0.70,2.20,13990.00,1587668.60
1,0.70,2.30,64220.00,655474.51
2,0.70,2.30,22990.00,763343.55
4,0.70,2.30,21920.00,1043540.21
8,0.70,2.30,13600.00,1587668.60
1,0.70,2.40,64190.00,655474.51
2,0.70,2.40,23660.00,763343.55
4,0.70,2.40,17480.00,1043540.21
8,0.70,2.40,13340.00,1587668.60
1,0.70,2.50,64120.00,655474.51
2,0.70,2.50,22950.00,763343.55
4,0.70,2.50,17630.00,1043540.21
8,0.70,2.50,13350.00,1587668.60
1,0.70,2.60,64220.00,655474.51
2,0.70,2.60,22850.00,763343.55
4,0.70,2.60,17370.00,1043540.21
8,0.70,2.60,14340.00,1587668.60
1,0.70,2.70,63350.00,655474.51
2,0.70,2.70,22340.00,763343.55
4,0.70,2.70,15910.00,1043540.21
8,0.70,2.70,13250.00,1587668.60
1,0.70,2.80,63780.00,655474.51
2,0.70,2.80,22200.00,763343.55
4,0.70,2.80,16780.00,1043540.21
8,0.70,2.80,12960.00,1587668.60
1,0.70,2.90,63520.00,655474.51
2,0.70,2.90,22670.00,763343.55
4,0.70,2.90,16560.00,1043540.21
8,0.70,2.90,13070.00,1587668.60
1,0.70,3.00,69120.00,655474.51
2,0.70,3.00,22620.00,763343.55
4,0.70,3.00,17610.00,1043540.21
8,0.70,3.00,13060.00,1587668.60
1,0.70,3.10,63800.00,655474.51
2,0.70,3.10,22500.00,763343.55
4,0.70,3.10,16240.00,1043540.21
8,0.70,3.10,12630.00,1587668.60
1,0.70,3.20,63340.00,655474.51
2,0.70,3.20,22080.00,763343.55
4,0.70,3.20,16410.00,1043540.21
8,0.70,3.20,13070.00,1587668.60
1,0.70,3.30,63340.00,655474.51
2,0.70,3.30,25250.00,763343.55
4,0.70,3.30,16500.00,1043540.21
8,0.70,3.30,17070.00,1587668.60
1,0.70,3.40,64070.00,655474.51
2,0.70,3.40,24060.00,763343.55
4,0.70,3.40,16950.00,1043540.21
8,0.70,3.40,13420.00,1587668.60
1,0.70,3.50,63540.00,655474.51
2,0.70,3.50,22160.00,763343.55
4,0.70,3.50,16700.00,1043540.21
8,0.70,3.50,12950.00,1587668.60
1,0.70,3.60,64320.00,655474.51
2,0.70,3.60,22180.00,763343.55
4,0.70,3.60,27310.00,1043540.21
8,0.70,3.60,17710.00,1587668.60
1,0.70,3.70,63530.00,655474.51
2,0.70,3.70,22210.00,763343.55
4,0.70,3.70,16190.00,1043540.21
8,0.70,3.70,12980.00,1587668.60
1,0.70,3.80,63460.00,655474.51
2,0.70,3.80,22370.00,763343.55
4,0.70,3.80,16390.00,1043540.21
8,0.70,3.80,12690.00,1587668.60
1,0.70,3.90,63450.00,655474.51
2,0.70,3.90,22010.00,763343.55
4,0.70,3.90,16310.00,1043540.21
8,0.70,3.90,23650.00,1587668.60
1,0.70,4.00,63880.00,655474.51
